event_id,ticker,data_ticker,creator,event_date,event_year,recommendation_type,top5_flag,confidence_score,confidence_label,quality_score,high_confidence,event_idx,prior_return_1d,prior_return_5d,prior_return_21d,prior_return_63d,prior_return_126d,prior_volatility_21d,prior_max_drawdown_21d,prior_abnormal_volume,prior_market_cap,post_bhar_1d,post_vol_1d,post_raw_ret_1d,post_bhar_5d,post_vol_5d,post_raw_ret_5d,post_bhar_21d,post_vol_21d,post_raw_ret_21d,post_bhar_63d,post_vol_63d,post_raw_ret_63d,post_1d_range_pct,forward_spy_bhar_5d,forward_spy_bhar_21d,forward_spy_bhar_63d,av_expanded_news_clean_flag,av_expanded_news_confounded_flag,av_expanded_news_unknown_flag,public_news_clean,public_news_confounded,public_news_unknown,master_clean,master_confounded,master_unknown,is_event
425,META,META,Daniel Pronk,2021-09-13,2021.0,buy,False,0.62,high,3.0,True,516,-0.008315976640253298,0.015010474493181047,0.03491590315687554,0.06443377154838736,0.24143050136164024,0.011438128328659496,-0.031209074206958398,0.10274702866332253,,0.005449903478892626,,5.309843240364209e-05,-0.030304261979050562,0.0115281315557582,-0.05527081180804572,-0.11416600779989539,0.01860031824678655,-0.14007595199771006,-0.18167013927762776,0.020248578634179278,-0.12419331227694574,0.0,-0.0303042619790505,-0.1141660077998953,-0.1816701392776277,False,False,True,False,False,True,False,False,True,True
426,GOOGL,GOOGL,"Mark Roussin, CPA",2024-05-09,2024.0,buy,False,0.62,high,3.0,True,1184,-0.002337702174064704,-0.009932824272746554,0.07674277584464195,0.1177368522490998,0.09864999877014524,0.02556898879696402,-0.05332955876062195,-0.34851505584889075,,-0.008996063596803494,,-0.0077078396559343565,0.00845004932585236,0.007938025583707771,0.02482929149248214,0.0011161731289268673,0.009453157655919578,0.0308947231305976,-0.06385497946430563,0.01508095423564579,-0.03590359687717981,0.0,0.0084500493258523,0.0011161731289268,-0.0638549794643056,False,False,True,False,False,True,False,False,True,True
427,AAPL,AAPL,"Mark Roussin, CPA",2024-05-09,2024.0,sell,True,0.74,high,3.0,True,1184,0.004252311287780142,0.03671539747686259,0.08830389808991157,-0.06575287178293499,-0.1812924063120085,0.019454050846112816,-0.06542059011777424,-0.34110010065259144,,-0.008178503850714391,,-0.006890279909845254,0.01356859621753248,0.009608198063052277,0.029947838384162262,0.017964258529093113,0.010183481970790683,0.04774280853076385,0.14522571640270843,0.017163271362204906,0.17317709898983424,0.0,0.0135685962175324,0.0179642585290931,0.1452257164027084,False,True,False,False,True,False,False,True,False,True
428,MSFT,MSFT,"Mark Roussin, CPA",2024-05-09,2024.0,buy,False,0.62,high,3.0,True,1184,-0.0014262003474545537,0.006418093626599397,-0.03761472960245171,-0.04957190566308256,-0.050961419524427454,0.014771796537096057,-0.0902017669387628,-0.4309575117846649,,0.004580941444108699,,0.005869165384977837,0.0064897538295110024,0.008853992178876741,0.022868995996140784,0.009806584121372364,0.01087228113100721,0.0395851341230431,-0.041454693935982556,0.012716521791708216,-0.013503311348856739,0.0,0.006489753829511,0.0098065841213723,-0.0414546939359825,False,False,True,False,False,True,False,True,True,True
429,AMD,AMD,Couch Investor,2025-11-04,2025.0,sell,True,0.62,high,3.0,True,1557,-0.02511927373130829,-0.01364784330151847,0.22207521970038968,0.46286145492597175,1.320182174435228,0.06358217760837367,-0.08770590879705864,-0.5395807490343992,,0.02164952159629796,,0.0251149107932942,-0.061602090684571786,0.046043539427339686,-0.05010997251099125,-0.14980343879383462,0.04176098544960735,-0.13625277707821748,-0.23664395868998467,0.03998278768617951,-0.23015397860181408,0.0,-0.0616020906845717,-0.1498034387938346,-0.2366439586899846,False,True,False,False,True,False,False,True,False,True
430,AMD,AMD,Couch Investor,2025-11-04,2025.0,buy,True,0.62,high,3.0,True,1557,-0.02511927373130829,-0.01364784330151847,0.22207521970038968,0.46286145492597175,1.320182174435228,0.06358217760837367,-0.08770590879705864,-0.5395807490343992,,0.02164952159629796,,0.0251149107932942,-0.061602090684571786,0.046043539427339686,-0.05010997251099125,-0.14980343879383462,0.04176098544960735,-0.13625277707821748,-0.23664395868998467,0.03998278768617951,-0.23015397860181408,0.0,-0.0616020906845717,-0.1498034387938346,-0.2366439586899846,False,True,False,False,True,False,False,True,False,True
431,AMD,AMD,Couch Investor,2025-11-04,2025.0,buy,True,0.74,high,3.0,True,1557,-0.02511927373130829,-0.01364784330151847,0.22207521970038968,0.46286145492597175,1.320182174435228,0.06358217760837367,-0.08770590879705864,-0.5395807490343992,,0.02164952159629796,,0.0251149107932942,-0.061602090684571786,0.046043539427339686,-0.05010997251099125,-0.14980343879383462,0.04176098544960735,-0.13625277707821748,-0.23664395868998467,0.03998278768617951,-0.23015397860181408,0.0,-0.0616020906845717,-0.1498034387938346,-0.2366439586899846,False,True,False,False,True,False,False,True,False,True
432,AMD,AMD,Couch Investor,2025-11-04,2025.0,buy,True,0.62,high,3.0,True,1557,-0.02511927373130829,-0.01364784330151847,0.22207521970038968,0.46286145492597175,1.320182174435228,0.06358217760837367,-0.08770590879705864,-0.5395807490343992,,0.02164952159629796,,0.0251149107932942,-0.061602090684571786,0.046043539427339686,-0.05010997251099125,-0.14980343879383462,0.04176098544960735,-0.13625277707821748,-0.23664395868998467,0.03998278768617951,-0.23015397860181408,0.0,-0.0616020906845717,-0.1498034387938346,-0.2366439586899846,False,True,False,False,True,False,False,True,False,True
433,UBER,UBER,"Parkev Tatevosian, CFA",2026-04-01,2026.0,buy,False,0.47,medium,2.0,False,1658,-0.01059300986616174,-0.016341060539408425,-0.026646836896529136,-0.08312653214658894,-0.2572197210150251,0.02149613863030801,-0.11068261356239362,-0.09740282403014755,,0.000912344635883855,,0.001812819063975013,-0.036255816690132114,0.0071630925366426785,0.001394484387083894,-0.05227337733540116,0.018643823545483284,0.04755269426363351,,,,0.0,-0.0362558166901321,-0.0522733773354011,-0.0911869314476423,False,False,True,False,False,True,False,False,True,True
434,META,META,Jose Najarro Stocks,2025-11-25,2025.0,sell,False,0.62,high,3.0,True,1572,0.02838858849297421,0.04183118369518124,-0.13771864387441002,-0.19495715579811668,-0.16511734126744426,0.02897319959883243,-0.21621184829551487,-0.11760201078172894,,-0.011005849156594083,,-0.004102274143574558,-0.007827736893382564,0.01475383814866416,0.005312680447450591,0.01772555418341093,0.01411382112897937,0.043398581818171245,0.00037519545164221846,0.02140047556959042,0.01962951150457748,0.0,-0.0078277368933825,0.0177255541834109,0.0003751954516422,False,False,True,False,False,True,False,False,True,True
435,AMZN,AMZN,The Investor Channel,2024-03-22,2024.0,buy,True,0.62,high,3.0,True,1151,0.0059373358486690675,0.003191958524922489,-0.005632648640346627,0.05931143590866306,0.1661726822405758,0.013966258587895136,-0.03512509518549334,-0.15511876023834792,,0.007459024509201662,,0.004696213001679439,0.00991784259727213,0.0061163446549580645,0.01174040454431613,0.03359944522507463,0.012743095005224143,0.0037457269929837,-0.0072097814648595104,0.01344367123986041,0.03745744054301392,0.0,0.0099178425972721,0.0335994452250746,-0.0072097814648595,False,True,False,False,True,False,False,True,False,True
436,MSFT,MSFT,The Investor Channel,2024-03-22,2024.0,buy,False,0.62,high,3.0,True,1151,0.00042850843999131527,0.007264352983881173,0.011309926867907327,0.04242081625255634,0.13011442094197712,0.013329791033634908,-0.03227434355393488,-0.016882391734447055,,-0.01095170663417433,,-0.013714518141696552,-0.011548738462653585,0.008132849682249104,-0.009726176515609586,-0.0195234471335074,0.01052259762099237,-0.04937716536559833,0.0013688715985080702,0.0119060656258163,0.0460360936063815,0.0,-0.0115487384626535,-0.0195234471335074,0.001368871598508,False,False,True,False,False,True,False,False,True,True
437,TSLA,TSLA,The Investor Channel,2024-03-22,2024.0,buy,True,0.74,high,3.0,True,1151,-0.00961911143312022,0.02206347807001019,-0.16484951331920417,-0.4253089310947018,-0.5487907521942985,0.029202957425783004,-0.19808527196284098,-0.25212687433895986,,0.013299620220654118,,0.010536808713131895,0.02387549660586763,0.019295878003015358,0.02569805855291163,-0.12322249130360263,0.02835257891283263,-0.15307620953569356,0.024114607144246847,0.0363897929601625,0.06878182915212028,0.0,0.0238754966058676,-0.1232224913036026,0.0241146071442468,False,False,True,False,False,True,False,False,True,True
438,AMZN,AMZN,The Investor Channel,2024-02-23,2024.0,buy,True,0.62,high,3.0,True,1131,0.001658651358350527,0.018932016659186646,0.0692376020287262,0.09109634332194205,0.13623046619059598,0.02200741576588929,-0.042247034944770556,0.04628056668804059,,0.0021768212148803867,,-0.0014858549486425066,0.008612742996454426,0.011010337977998151,0.018458172616408364,0.0003216180925589285,0.012607264601489233,0.026972976013121652,-0.004247278884604189,0.013730838834144077,0.03463053527837334,0.0,0.0086127429964544,0.0003216180925589,-0.0042472788846041,False,True,False,False,True,False,False,True,False,True
439,MSFT,MSFT,The Investor Channel,2024-02-23,2024.0,buy,False,0.62,high,3.0,True,1131,-0.0038721646558552703,-0.002335743131172574,-0.02506080803877886,-0.02302190396358772,0.10471652274027932,0.013228148476839839,-0.04191231067231316,0.08830225677589199,,-0.003160975881269623,,-0.006823652044792516,0.0027295150932411527,0.007842889291696787,0.012574944713195091,0.00385995082303614,0.013568388068461884,0.030511308743598864,0.003599653905994815,0.012579896286922168,0.042477468068972346,0.0,0.0027295150932411,0.0038599508230361,0.0035996539059948,False,False,True,False,False,True,False,False,True,True
440,TSLA,TSLA,The Investor Channel,2024-02-23,2024.0,buy,True,0.62,high,3.0,True,1131,-0.028246736331549616,-0.0539381616921808,-0.12258449834083551,-0.32906102336587884,-0.34453929094605373,0.035146559158707465,-0.1288072176134719,-0.15394835353241088,,0.04236660192554431,,0.03870392576202142,0.04573616178024764,0.016175244276552914,0.05558159140020158,-0.1273962462620276,0.030127060052061044,-0.10074488834146489,-0.13384054590032068,0.038461662699858325,-0.09496273173734315,0.0,0.0457361617802476,-0.1273962462620276,-0.1338405459003206,False,False,True,False,False,True,False,False,True,True
441,AAPL,AAPL,Dividendology,2025-03-13,2025.0,sell,True,0.67,high,3.0,True,1394,-0.020313287171591088,-0.07182160739936372,-0.009587089416090655,-0.06428834349454471,-0.05655553730037444,0.018612922163675327,-0.15143674919676042,0.24835449267337606,,-0.0024851927723259504,,0.01817063590824497,-0.004436022489373359,0.010675234069887058,0.02107984264371665,-0.026201300186539433,0.04855081446652774,-0.05498859420066571,-0.14692911902513217,0.03163562649165128,-0.04873504703438247,0.0,-0.0044360224893733,-0.0262013001865394,-0.1469291190251321,False,True,False,False,True,False,False,True,False,True
442,AAPL,AAPL,Dividendology,2025-03-13,2025.0,sell,True,0.62,high,3.0,True,1394,-0.020313287171591088,-0.07182160739936372,-0.009587089416090655,-0.06428834349454471,-0.05655553730037444,0.018612922163675327,-0.15143674919676042,0.24835449267337606,,-0.0024851927723259504,,0.01817063590824497,-0.004436022489373359,0.010675234069887058,0.02107984264371665,-0.026201300186539433,0.04855081446652774,-0.05498859420066571,-0.14692911902513217,0.03163562649165128,-0.04873504703438247,0.0,-0.0044360224893733,-0.0262013001865394,-0.1469291190251321,False,True,False,False,True,False,False,True,False,True
443,NVDA,NVDA,"Mark Roussin, CPA",2024-09-09,2024.0,sell,True,0.62,high,3.0,True,1267,0.024202093780832268,-0.07742942800845976,-0.015409540581230008,-0.1457165486014138,0.14194663520190787,0.03995325641487551,-0.20900000399268448,0.19045641375310995,,0.010953818662780002,,0.015309376033040278,0.0668595225219355,0.037993455662019227,0.09692848218709504,0.19605990342343227,0.027447695728803175,0.24825165926312853,0.22226637605216704,0.02491456537199802,0.33804819740257575,0.0,0.0668595225219355,0.1960599034234322,0.222266376052167,False,False,True,False,False,True,False,False,True,True
444,AMZN,AMZN,The Investor Channel,2023-10-27,2023.0,sell,True,0.67,high,3.0,True,1051,0.07286108031674143,0.04548536208898757,0.055602078300481805,0.05530873742315079,0.21683871890872497,0.024663150455217085,-0.09792533427453176,0.9307002757882323,,0.02695133075091216,,0.03890722509168976,0.026552442134830656,0.01650535241617514,0.08501650556881901,0.04326185197639032,0.014910101371536245,0.1510098734783094,0.04455920908244182,0.013173993058038538,0.24471584984343142,0.0,0.0265524421348306,0.0432618519763903,0.0445592090824418,False,True,False,False,True,False,False,True,False,True
445,NVDA,NVDA,Jose Najarro Stocks,2025-10-08,2025.0,buy,True,0.67,high,3.0,True,1538,0.016032172506695197,0.003015867583183729,0.069625368836981,0.07392513259961686,0.6004637884904827,0.018463637423305944,-0.04234620160153346,-0.20727097799521677,,0.021193265558781427,,0.018296257179543973,-0.03727599211037347,0.035367787749740025,-0.049071944888991026,-0.001286758507675012,0.02701769216114026,-0.0054465116309095896,-0.048858824773689635,0.02318486133368432,-0.021467377094793516,0.0,-0.0372759921103734,-0.001286758507675,-0.0488588247736896,False,False,True,False,False,True,False,False,True,True
446,AMZN,AMZN,"Mark Roussin, CPA",2024-05-02,2024.0,buy,True,0.62,high,3.0,True,1179,0.022601844381032077,0.06056777226247467,0.04034898856554481,0.1241522553903962,0.17164157180603423,0.01839015967447119,-0.08135416363152237,1.092160568018397,,-0.0043291290802203175,,0.008066292135759712,-0.004101445336277321,0.006922042824026021,0.025876996252212736,-0.07962526293114869,0.008574302803324661,-0.0345387875739005,-0.149645775563381,0.017642045595138163,-0.0910567735657507,0.0,-0.0041014453362773,-0.0796252629311486,-0.149645775563381,False,True,False,False,True,False,False,True,False,True
447,TSLA,TSLA,"Mark Roussin, CPA",2024-05-02,2024.0,sell,True,0.62,high,3.0,True,1179,-0.00924241345875143,0.054703718602016504,0.09675511998351793,-0.08242663564855468,-0.3200058637707831,0.05076732035811477,-0.19691316638152767,-0.1795593747858859,,-0.005840185559187194,,0.006555235656792835,-0.07464259097730352,0.022362259221028094,-0.04466414938881347,-0.06575200135148318,0.02605953406639227,-0.02066552599423499,0.09506915313918896,0.03730766730814745,0.15365815513681924,0.0,-0.0746425909773035,-0.0657520013514831,0.0950691531391889,False,False,True,False,False,True,False,True,True,True
448,NVDA,NVDA,Couch Investor,2025-10-09,2025.0,buy,True,0.62,high,3.0,True,1539,0.021193265558781427,0.01658324897603025,0.05409468083008928,0.08850682707969582,0.45416802749574936,0.01856334671460508,-0.04234620160153346,-0.25792620169439673,,-0.021837515322282952,,-0.04886534322137259,-0.04020151001351813,0.03406194927889231,-0.05587578994716014,-0.022669514513621647,0.02669494901634762,-0.02295266728066714,-0.07717465926644063,0.02306532465924358,-0.039983970053765416,0.0,-0.0402015100135181,-0.0226695145136216,-0.0771746592664406,False,False,True,False,False,True,False,False,True,True
449,CRM,CRM,Couch Investor,2025-10-09,2025.0,buy,False,0.62,high,4.0,True,1539,0.02327722193909887,0.02410200592732381,-0.018768692102682172,-0.12692719625614646,-0.3006593207029554,0.017065533841593157,-0.05606945762463289,-0.1792177536931968,,0.012149853011394485,,-0.014877974887695156,0.01840529570800764,0.03216452391096567,0.0027310157743656305,-0.02193182349668088,0.025253271446367173,-0.02221497626372637,0.024071960760085886,0.02074145285367521,0.061262649972761096,0.0,0.0184052957080076,-0.0219318234966808,0.0240719607600858,False,False,True,False,False,True,False,False,True,True
450,TSLA,TSLA,Couch Investor,2025-10-09,2025.0,buy,True,0.62,high,3.0,True,1539,-0.0042834467917350905,-0.003954015405895572,0.2203994205319575,0.31002188596892566,0.3696947698741222,0.03338186193882172,-0.0644887594869279,-0.30621142861359185,,-0.023599021248966623,,-0.05062684914805626,8.441812598314336e-05,0.039076043292876596,-0.015589861807658867,-0.013538814017044043,0.03330464586591244,-0.013821966784089534,-0.015447563357622096,0.028531468024435614,0.021743125855053114,0.0,8.441812598314336e-05,-0.013538814017044,-0.015447563357622,False,False,True,False,False,True,False,False,True,True
451,UBER,UBER,Couch Investor,2025-10-09,2025.0,buy,False,0.62,high,3.0,True,1539,-0.03014085241474218,-0.009213041575568903,-0.012907884116162727,-0.07282127411943673,0.09047988736949741,0.021350937779075374,-0.059686409883188074,-0.45547878018299426,,-5.548953967171588e-05,,-0.027083317438761356,-0.02057575503441622,0.015670886658914734,-0.03625003496805823,-0.04148770281868852,0.018953684086645148,-0.04177085558573401,-0.14719066378136014,0.02158483983109812,-0.10999997456868493,0.0,-0.0205757550344162,-0.0414877028186885,-0.1471906637813601,False,False,True,False,False,True,False,False,True,True
452,AAPL,AAPL,The Investor Channel,2024-02-12,2024.0,buy,True,0.62,high,3.0,True,1123,-0.008563061290154939,-0.018666845432604995,-0.04201343603734009,-0.13079147095296473,-0.07731680109141115,0.011769789917347683,-0.05523109432551665,-0.19883338768737358,,0.0024986822006966003,,-0.011274404282606842,-0.021445497536950353,0.003816961879985433,-0.029869084557043957,-0.11552105658105905,0.010530843281226204,-0.0855997624360777,-0.04631110266319427,0.015476850417538289,-0.0032985381682576476,0.0,-0.0214454975369503,-0.115521056581059,-0.0463111026631942,False,True,False,False,True,False,False,True,False,True
453,AMZN,AMZN,The Investor Channel,2024-02-12,2024.0,buy,True,0.62,high,3.0,True,1123,-0.01165626879411874,-0.005195709528790671,0.058875494814305984,0.06630729660926304,0.11244633142166771,0.020282971380460688,-0.03757905100472303,0.1301515984005135,,-0.007696085077939729,,-0.021469171561243172,-0.02209744476943465,0.013444268212345241,-0.030521031789528252,-0.0054348063280187375,0.014889023815976465,0.02448648781696261,0.03955684068497711,0.014727341289531385,0.08256940517991374,0.0,-0.0220974447694346,-0.0054348063280187,0.0395568406849771,False,True,False,False,True,False,False,True,False,True
454,NVDA,NVDA,The Investor Channel,2024-02-12,2024.0,sell,True,0.62,high,3.0,True,1123,0.0020330547236747654,0.024943418437354925,0.2661593178074426,0.37952465490619147,0.6360067722077956,0.0199090283359426,-0.019864857699630645,-0.06991593375728566,,0.012112249862479385,,-0.0016608366208240577,-0.030276505594952763,0.02497312241896398,-0.038700092615046366,0.22813793193558474,0.046247019223814946,0.2580592260805661,0.2082779968536821,0.036363364091920695,0.2512905613486187,0.0,-0.0302765055949527,0.2281379319355847,0.2082779968536821,False,False,True,False,False,True,False,False,True,True
455,TSLA,TSLA,The Investor Channel,2024-02-12,2024.0,buy,True,0.62,high,3.0,True,1123,-0.02766464886707376,0.02193272687577119,-0.22374168976615538,-0.26349691137024545,-0.3573805779550968,0.03139992620134719,-0.20315114608802987,-0.25722045471531463,,-0.00807351163331127,,-0.021846598116614713,0.03834964601068569,0.037920302715648,0.029926058990592086,-0.12905491808174074,0.03008270906366612,-0.0991336239367594,-0.12933587854194406,0.03806464958334139,-0.08632331404700744,0.0,0.0383496460106856,-0.1290549180817407,-0.129335878541944,False,False,True,False,False,True,False,False,True,True
456,TSLA,TSLA,The Investor Channel,2024-02-12,2024.0,buy,True,0.62,high,3.0,True,1123,-0.02766464886707376,0.02193272687577119,-0.22374168976615538,-0.26349691137024545,-0.3573805779550968,0.03139992620134719,-0.20315114608802987,-0.25722045471531463,,-0.00807351163331127,,-0.021846598116614713,0.03834964601068569,0.037920302715648,0.029926058990592086,-0.12905491808174074,0.03008270906366612,-0.0991336239367594,-0.12933587854194406,0.03806464958334139,-0.08632331404700744,0.0,0.0383496460106856,-0.1290549180817407,-0.129335878541944,False,False,True,False,False,True,False,False,True,True
457,AMD,AMD,"Parkev Tatevosian, CFA",2026-04-14,2026.0,sell,True,0.47,medium,2.0,False,1666,0.02119844150196437,0.09794445930620954,0.26750345625035044,0.2264071245835959,0.11740983947100592,0.030147395794370858,-0.11000140970786487,-0.32291361058593104,,0.004066458794268701,,0.011957453661307627,0.10148833426797554,0.03550862471222849,0.11534081650282224,0.6776769009672463,0.06138098496804335,0.7465793202166895,,,,0.0,0.1014883342679755,0.6776769009672463,0.6776769009672463,True,False,False,True,False,False,True,False,False,True
458,AMD,AMD,"Parkev Tatevosian, CFA",2026-04-14,2026.0,buy,True,0.62,high,3.0,True,1666,0.02119844150196437,0.09794445930620954,0.26750345625035044,0.2264071245835959,0.11740983947100592,0.030147395794370858,-0.11000140970786487,-0.32291361058593104,,0.004066458794268701,,0.011957453661307627,0.10148833426797554,0.03550862471222849,0.11534081650282224,0.6776769009672463,0.06138098496804335,0.7465793202166895,,,,0.0,0.1014883342679755,0.6776769009672463,0.6776769009672463,True,False,False,True,False,False,True,False,False,True
459,NVDA,NVDA,"Mark Roussin, CPA",2024-06-27,2024.0,sell,True,0.62,high,3.0,True,1217,-0.020642967701158477,-0.0539900918923093,0.05408290027949403,0.32624882141505096,1.360439772120305,0.03464108924565485,-0.12885380710111194,-0.16821998049492015,,0.0003057875106770025,,-0.0036292036387580717,-0.0002962245059623392,0.025630674466350208,0.014840015109779836,-0.09706132603055406,0.0322314075073752,-0.10000797843655151,-0.05018263041257387,0.04073884366938824,0.0004888639248097348,0.0,-0.0002962245059623,-0.097061326030554,-0.0501826304125738,False,False,True,False,False,True,False,True,True,True
460,AMZN,AMZN,"Mark Roussin, CPA",2024-08-22,2024.0,buy,True,0.62,high,3.0,True,1256,-0.014249117176350135,-0.013916621342092816,-0.053687584176321135,-0.09141937626174113,-0.09407382433300615,0.02612114783687804,-0.13883833590897154,-0.24386282985118102,,-0.005458848000558181,,0.005166572293719973,-0.026596558589833008,0.01027038496285892,-0.022767328986864288,0.07345537044966322,0.018316339409853465,0.10077783176018129,0.08698984862604742,0.018380067189490822,0.15187645068083677,0.0,-0.026596558589833,0.0734553704496632,0.0869898486260474,False,True,False,False,True,False,False,True,False,True
461,AMZN,AMZN,"Mark Roussin, CPA",2024-08-22,2024.0,buy,True,0.62,high,3.0,True,1256,-0.014249117176350135,-0.013916621342092816,-0.053687584176321135,-0.09141937626174113,-0.09407382433300615,0.02612114783687804,-0.13883833590897154,-0.24386282985118102,,-0.005458848000558181,,0.005166572293719973,-0.026596558589833008,0.01027038496285892,-0.022767328986864288,0.07345537044966322,0.018316339409853465,0.10077783176018129,0.08698984862604742,0.018380067189490822,0.15187645068083677,0.0,-0.026596558589833,0.0734553704496632,0.0869898486260474,False,True,False,False,True,False,False,True,False,True
462,AMZN,AMZN,"Mark Roussin, CPA",2024-08-22,2024.0,buy,True,0.62,high,3.0,True,1256,-0.014249117176350135,-0.013916621342092816,-0.053687584176321135,-0.09141937626174113,-0.09407382433300615,0.02612114783687804,-0.13883833590897154,-0.24386282985118102,,-0.005458848000558181,,0.005166572293719973,-0.026596558589833008,0.01027038496285892,-0.022767328986864288,0.07345537044966322,0.018316339409853465,0.10077783176018129,0.08698984862604742,0.018380067189490822,0.15187645068083677,0.0,-0.026596558589833,0.0734553704496632,0.0869898486260474,False,True,False,False,True,False,False,True,False,True
463,GOOGL,GOOGL,"Mark Roussin, CPA",2024-08-22,2024.0,buy,False,0.62,high,3.0,True,1256,-0.004511967262479488,0.009803634124886162,-0.07884610630115452,-0.12345247960505545,0.03514195682329824,0.019164681587927297,-0.0830679765799428,-0.23757288120761455,,0.00048554279408019596,,0.01111096308835835,-0.016161505490944195,0.009357084225715859,-0.012332275887975475,-0.03791620996775891,0.016320236343426994,-0.010593748657240831,0.010897742887926887,0.014596911139007834,0.07578434494271624,0.0,-0.0161615054909441,-0.0379162099677589,0.0108977428879268,False,False,True,False,False,True,False,False,True,True
464,MSFT,MSFT,Dividendology,2025-03-18,2025.0,buy,False,0.62,high,3.0,True,1397,-0.0025180523733243643,-0.0011045915191290057,0.020735751605024833,-0.0766468492440604,-0.11041302402676256,0.015122166327874314,-0.08977965958407796,-0.09281826448840158,,0.00032115403147736643,,0.011211939345903366,0.0015258723272184582,0.005736647956469452,0.030350461304208265,0.02915500793640069,0.028507120015686588,-0.031054454864030245,0.18046014742338223,0.02087916505349911,0.24874217278231003,0.0,0.0015258723272184,0.0291550079364006,0.1804601474233822,False,False,True,False,False,True,False,False,True,True
465,NVDA,NVDA,"Parkev Tatevosian, CFA",2026-03-30,2026.0,buy,True,0.47,medium,2.0,False,1656,-0.01068474943379627,-0.02389078722432847,0.008445183959305713,-0.05104290228811892,-0.03330047244391754,0.020821111387452945,-0.11213245577182174,0.049271386478002555,,0.02681386778574746,,0.05588179348466227,0.03516389267664688,0.022880733449471814,0.07828303007756143,0.14090531671879014,0.020244590346147708,0.2668765654762988,,,,0.0,0.0351638926766468,0.1409053167187901,0.1926610568622089,False,False,True,False,False,True,False,False,True,True
466,NVDA,NVDA,The Investor Channel,2024-01-22,2024.0,sell,True,0.62,high,3.0,True,1108,0.0006256662086236986,0.07616518900939573,0.18447239832270323,0.27873920864658497,0.26927240168574307,0.02084040493435461,-0.04102490664615077,0.29097537090236103,,0.0007545040271814685,,0.003671012242018268,0.030946145826876492,0.014627981149808261,0.047121561553345126,0.10259370470103679,0.02470817651866853,0.13105581529303056,0.29618374459132224,0.035209619540262437,0.3330492775741989,0.0,0.0309461458268764,0.1025937047010367,0.2961837445913222,False,False,True,False,False,True,False,False,True,True
467,TSLA,TSLA,"Parkev Tatevosian, CFA",2026-04-01,2026.0,sell,True,0.62,high,3.0,True,1658,0.018047270623633205,-0.009746283414851842,0.005785307507435888,-0.11737564584479854,-0.13187497398316272,0.024196615610182687,-0.12883136580190468,0.2131024739068308,,-0.05511547966937258,,-0.05421500524128142,-0.1311298523953487,0.022383847605723692,-0.09347955131813268,-0.07475132650717287,0.027534195808204147,0.025074745091861805,,,,0.0,-0.1311298523953487,-0.0747513265071728,0.0350079984892208,False,False,True,False,False,True,False,True,True,True
468,GOOGL,GOOGL,Dividendology,2025-05-09,2025.0,buy,False,0.47,medium,2.0,False,1434,-0.0086428592183595,-0.06449815129873249,-0.06620655577016632,-0.11707666693179553,-0.0828403249210663,0.031338095150668606,-0.07813152712299343,0.45072697181681387,,0.004333993647890555,,0.037381391982163725,0.0350754753739595,0.019798209196099186,0.08798677791061849,0.10199979080338739,0.01742081085130727,0.17064628795834968,0.18729903423926242,0.015564394593312148,0.31746857693834807,0.0,0.0350754753739595,0.1019997908033873,0.1872990342392624,False,False,True,False,False,True,False,True,True,True
469,NVDA,NVDA,"Mark Roussin, CPA",2024-08-29,2024.0,buy,True,0.67,high,3.0,True,1261,-0.06393784800126101,-0.05353031897833427,-0.008817748394850833,-0.007583983321326038,0.380653512622124,0.04822198422566447,-0.15475970328983424,0.20770076662070647,,0.005591391759256048,,0.015137491076950171,-0.09330104258950744,0.044863488109109236,-0.12552080199271332,0.0020781007882042513,0.03531293670777783,0.03282935831222544,0.07525757488062856,0.02840531941977551,0.15104664769530696,0.0,-0.0933010425895074,0.0020781007882042,0.0752575748806285,False,False,True,False,False,True,False,True,True,True
470,AMD,AMD,Jose Najarro Stocks,2025-10-06,2025.0,buy,True,0.62,high,3.0,True,1536,0.2334940466652322,0.25050817419099336,0.307294166356618,0.3924376200161619,1.0385406565805568,0.05355863301029418,-0.02981204080577704,-0.05821908384326979,,0.041997156655738443,,0.03828966440477655,0.07515296339046496,0.06990543119784766,0.06239257295264178,0.22207521970038968,0.04474222204114888,0.22748021604545032,0.019110356583199373,0.03824919569045837,0.05223110813890197,0.0,0.0751529633904649,0.2220752197003896,0.0191103565831993,False,True,False,False,True,False,False,True,False,True
471,AMZN,AMZN,The Investor Channel,2024-05-13,2024.0,buy,True,0.74,high,3.0,True,1186,-0.004987991740465381,-0.01968913450652776,-0.017328711163740573,0.03955684068497711,0.11764601121122742,0.01729588946558851,-0.06694249388599116,-0.24465641074264577,,-0.0019081151360182957,,0.002679959159411549,-0.03380606184756385,0.007453135561565781,-0.016240627749027348,-0.03754316739566632,0.00968908975467604,0.001715131333374531,-0.1315016739989996,0.018580313651101712,-0.0875811274868219,0.0,-0.0338060618475638,-0.0375431673956663,-0.1315016739989996,False,True,False,False,True,False,False,True,False,True
