event_id,ticker,top5_flag,recommendation_type,high_confidence,analyst_relay_score,earnings_relay_score,news_relay_score,market_move_relay_score,retail_hype_score,urgency_score,valuation_score,technical_score,risk_score,disclosure_score
90,GOOGL,False,buy,True,0,0,0,0,0,0,0,0,0,0
91,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
92,AAPL,True,sell,True,0,1,0,0,0,0,0,0,0,0
93,NFLX,False,buy,True,0,2,0,0,0,0,0,0,1,0
94,NVDA,True,buy,True,0,0,0,1,0,0,0,0,0,0
95,MSFT,False,buy,True,0,1,0,0,0,0,0,1,0,0
96,NVDA,True,buy,True,0,1,0,0,0,0,0,1,0,0
97,NVDA,True,buy,True,0,0,0,0,0,0,1,0,0,0
98,AAPL,True,sell,False,0,0,0,0,0,0,1,0,1,1
99,MSFT,False,sell,True,0,0,0,0,0,0,1,0,1,0
100,NVDA,True,buy,True,1,0,0,0,0,0,0,0,0,0
101,NVDA,True,sell,True,0,0,1,0,0,0,0,0,0,0
102,NVDA,True,buy,True,0,1,0,1,0,0,0,0,0,0
103,NFLX,False,buy,True,0,1,0,0,0,0,0,1,0,0
104,MSFT,False,buy,True,0,0,1,0,0,0,0,0,0,0
105,AMZN,True,buy,True,0,1,0,0,0,0,0,1,0,0
106,GOOGL,False,buy,True,0,1,0,1,0,0,0,0,0,0
107,TSLA,True,buy,True,0,1,0,0,0,0,1,0,0,0
108,TSLA,True,sell,True,0,1,1,0,0,0,1,0,1,0
109,NVDA,True,buy,True,0,0,0,0,0,0,0,0,1,0
110,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
111,AMZN,True,buy,True,0,1,1,0,0,0,1,0,0,0
112,META,False,buy,False,0,2,0,1,0,0,1,0,1,0
113,MSFT,False,buy,True,0,0,0,0,0,0,2,0,0,0
114,NVDA,True,sell,True,0,1,0,0,0,0,0,0,0,0
115,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
116,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
117,NVDA,True,buy,True,0,1,0,0,0,0,0,0,0,0
118,GOOGL,False,buy,True,0,1,0,0,0,0,0,0,0,0
119,AMD,True,sell,True,0,2,0,0,0,0,0,0,0,0
120,TSLA,True,buy,False,0,0,1,0,0,0,0,0,0,0
121,GOOGL,False,buy,False,0,0,1,0,0,0,0,0,0,0
122,MSFT,False,sell,True,1,0,0,0,0,0,0,1,0,0
123,AAPL,True,buy,True,0,1,1,0,0,0,0,0,0,0
124,AMZN,True,buy,True,0,0,0,0,0,0,0,0,0,0
125,GOOGL,False,sell,True,1,0,0,0,0,0,0,1,0,0
126,GOOGL,False,buy,True,1,1,0,0,0,0,0,0,0,0
127,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
128,GOOGL,False,buy,True,0,0,0,0,0,0,1,0,1,0
129,GOOGL,False,sell,True,1,0,0,0,0,0,1,0,0,0
130,AAPL,True,buy,True,0,1,1,1,0,1,0,0,0,0
131,AMZN,True,sell,True,0,1,1,0,0,0,0,0,0,0
132,PYPL,False,buy,True,0,0,0,0,0,0,0,0,0,0
133,AAPL,True,buy,True,2,0,0,0,0,0,0,0,0,0
134,TSLA,True,sell,True,0,1,0,0,0,0,0,0,1,0
135,NVDA,True,buy,True,2,1,1,0,0,0,0,0,0,0
136,AMD,True,buy,False,1,0,0,0,0,0,0,0,0,0
137,AMD,True,sell,True,0,0,0,0,0,0,0,1,1,0
138,PYPL,False,buy,False,0,2,0,0,0,0,0,0,0,0
139,PYPL,False,buy,True,0,1,1,0,0,0,0,0,0,2
140,SOFI,False,buy,True,0,1,1,0,0,0,0,0,0,2
141,GOOGL,False,buy,True,0,1,1,0,0,0,0,0,0,2
142,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
143,AMZN,True,buy,True,0,0,1,0,0,0,0,0,0,0
144,GOOGL,False,buy,True,0,0,0,0,0,0,0,1,0,0
145,TSLA,True,buy,True,0,1,0,0,0,0,0,1,0,0
146,TSLA,True,buy,True,0,0,0,0,0,0,0,1,0,0
147,NVDA,True,sell,True,0,2,0,0,0,0,0,1,1,0
148,AMD,True,buy,True,0,0,1,1,0,0,1,0,0,0
149,NVDA,True,buy,False,2,0,0,0,0,0,0,0,0,0
150,AMD,True,buy,True,0,0,0,0,1,1,0,1,0,0
151,NVDA,True,sell,True,0,2,0,0,0,0,0,0,0,0
152,MSFT,False,sell,True,0,1,1,0,0,0,0,0,0,0
153,MSFT,False,buy,True,2,2,1,0,0,0,3,0,0,0
154,MSFT,False,sell,True,0,1,2,0,0,0,0,0,0,0
155,MSFT,False,buy,True,0,2,1,0,0,0,3,0,0,1
156,MSFT,False,buy,True,0,1,0,1,0,0,2,0,0,0
157,MSFT,False,buy,True,0,1,0,1,0,0,1,0,0,0
158,TSLA,True,buy,True,0,1,1,0,0,0,0,1,0,0
159,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
160,NVDA,True,buy,True,0,1,0,0,0,0,0,0,0,0
161,NVDA,True,sell,True,0,1,0,0,0,0,0,0,0,0
162,AMD,True,buy,True,0,0,0,0,0,0,0,1,0,1
163,GOOGL,False,buy,True,0,1,1,0,0,0,1,1,0,0
164,AMZN,True,buy,True,0,1,0,0,0,0,2,1,0,0
165,MSFT,False,buy,False,0,1,0,0,0,0,4,0,0,0
166,MSFT,False,buy,True,0,2,1,0,0,0,1,0,0,0
167,AMZN,True,buy,True,2,0,0,0,0,0,2,0,0,0
168,MSFT,False,buy,True,0,1,1,0,0,0,0,0,0,0
169,NVDA,True,buy,True,0,0,0,0,0,0,0,1,0,0
170,TSLA,True,buy,True,0,1,0,0,0,0,0,0,1,0
171,NVDA,True,buy,True,0,0,1,0,0,0,0,1,0,0
172,AMD,True,buy,True,0,0,0,0,0,0,0,1,0,1
173,AMD,True,sell,True,0,0,0,0,1,0,1,0,0,0
174,GOOGL,False,buy,True,0,1,1,0,0,0,1,1,0,0
175,AMZN,True,buy,True,0,1,0,0,0,0,2,1,0,0
176,UBER,False,buy,False,0,1,0,0,0,0,3,0,0,0
177,MSFT,False,buy,False,0,0,0,1,0,0,0,2,0,0
178,NVDA,True,sell,True,0,0,0,0,0,0,1,0,0,0
179,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
180,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
181,NVDA,True,buy,True,2,0,0,0,0,0,0,0,0,0
183,NVDA,True,buy,True,0,2,1,0,0,0,1,0,1,0
184,GOOGL,False,buy,True,0,1,0,0,0,0,0,0,0,1
185,MSFT,False,buy,True,0,1,0,0,0,0,1,2,0,0
186,DIS,False,buy,True,1,1,0,0,0,0,0,1,1,0
187,NVDA,True,buy,True,0,1,0,0,0,0,0,0,2,0
188,AMZN,True,buy,True,0,1,0,0,0,0,0,0,1,0
189,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
190,MSFT,False,sell,False,0,1,0,0,0,0,1,0,1,0
191,MSFT,False,sell,True,0,0,0,0,0,0,0,0,1,0
192,MSFT,False,buy,True,2,1,0,0,0,0,0,1,1,0
193,AMD,True,sell,True,0,2,0,0,0,0,1,0,0,0
194,NVDA,True,sell,True,0,2,0,0,0,0,1,0,0,0
195,PYPL,False,buy,False,0,2,0,0,0,0,0,0,0,0
196,SOFI,False,buy,True,0,1,1,0,0,0,0,0,0,2
197,GOOGL,False,buy,True,0,1,1,0,0,0,0,0,0,2
198,AMD,True,sell,True,0,1,1,0,0,0,0,0,0,0
199,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
200,AMD,True,sell,True,0,1,0,0,0,0,0,0,0,0
201,AMD,True,sell,True,0,1,0,0,0,0,1,0,0,0
202,NVDA,True,sell,True,0,1,0,0,0,0,0,0,0,0
203,NVDA,True,sell,True,0,1,0,0,0,0,1,0,0,0
204,UBER,False,buy,False,0,0,0,0,0,0,1,0,0,0
205,UBER,False,buy,True,0,0,0,0,0,0,0,0,0,0
206,AAPL,True,sell,False,0,2,0,0,0,0,1,0,1,1
207,AAPL,True,sell,True,0,0,0,0,0,0,0,0,0,1
208,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
209,GOOGL,False,buy,True,0,0,0,0,0,0,0,0,0,0
210,PYPL,False,buy,True,0,0,0,0,0,0,0,1,0,0
211,AMD,True,buy,True,0,1,1,0,0,0,1,0,1,0
212,AMD,True,buy,True,0,1,0,1,0,0,1,0,0,0
213,AMD,True,buy,True,1,2,0,0,0,0,2,0,2,0
214,NVDA,True,buy,False,0,1,0,1,0,0,2,0,0,0
215,NVDA,True,buy,False,0,0,0,0,0,0,0,0,1,0
216,TSLA,True,sell,True,0,1,0,0,0,0,2,0,0,0
217,NVDA,True,buy,True,0,3,0,0,0,0,1,0,0,0
218,PYPL,False,buy,True,0,1,0,0,0,0,0,0,2,1
219,NFLX,False,buy,True,0,0,0,0,0,0,0,0,0,0
220,AAPL,True,buy,True,0,1,1,0,0,0,0,0,0,0
221,AAPL,True,buy,True,0,1,0,0,0,0,0,0,0,0
222,AMZN,True,buy,True,0,0,0,0,1,0,1,0,0,0
223,TSLA,True,buy,True,0,0,0,0,0,0,2,0,0,0
224,GOOGL,False,sell,True,0,0,0,0,0,0,0,0,0,1
225,AAPL,True,buy,True,0,1,0,0,0,0,0,0,0,0
226,NVDA,True,buy,True,1,1,0,1,0,0,0,0,0,0
227,NVDA,True,buy,True,0,2,0,0,0,0,0,0,1,0
228,NVDA,True,buy,True,0,3,0,0,0,0,0,1,0,0
230,META,False,sell,True,0,1,0,0,0,0,1,0,1,0
231,AMZN,True,buy,True,0,1,0,0,0,0,1,0,1,0
232,MSFT,False,sell,True,0,1,0,0,0,0,3,0,0,0
233,GOOGL,False,buy,True,0,2,0,1,0,0,1,0,0,0
234,NFLX,False,buy,True,0,0,1,0,0,0,0,0,0,0
235,UBER,False,buy,True,0,1,2,0,0,0,1,0,0,0
236,MSFT,False,buy,True,2,2,1,1,0,0,0,0,0,0
237,MSFT,False,buy,False,0,0,0,0,0,0,2,0,0,0
238,TSLA,True,buy,True,1,2,0,0,0,0,2,0,0,0
239,TSLA,True,buy,False,0,1,0,0,1,0,0,0,0,0
240,AMC,False,buy,True,0,0,0,0,0,0,0,0,0,0
241,AMZN,True,buy,True,0,0,0,0,0,0,0,0,0,0
242,AMZN,True,buy,True,0,0,1,0,0,0,0,0,0,0
243,AMZN,True,buy,True,0,1,1,0,0,0,0,0,0,0
244,DIS,False,buy,True,2,2,0,0,0,0,2,0,0,0
245,AAPL,True,buy,True,2,1,0,0,0,0,4,0,1,0
246,AAPL,True,buy,True,1,0,0,0,0,0,0,0,1,0
247,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
248,META,False,buy,True,0,1,1,0,0,0,0,0,0,0
249,MSFT,False,buy,True,0,0,0,0,0,0,1,0,0,0
250,MSFT,False,buy,True,0,0,0,0,0,0,0,0,0,0
251,MSFT,False,buy,True,0,0,0,0,0,0,2,0,0,0
252,NVDA,True,buy,False,0,0,0,0,0,0,0,0,1,0
253,PYPL,False,buy,True,0,1,0,0,0,0,0,0,0,0
254,NVDA,True,buy,True,0,1,1,0,0,0,0,0,2,0
255,SOFI,False,buy,True,0,0,0,0,0,0,1,0,0,0
256,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
257,AMD,True,sell,True,0,1,1,0,0,0,0,0,0,0
258,NVDA,True,buy,True,2,0,0,0,0,0,0,0,0,0
259,AAPL,True,sell,True,0,2,1,0,0,0,0,0,0,0
260,AAPL,True,buy,True,0,1,0,1,0,0,0,1,0,0
261,AMZN,True,buy,False,0,3,0,0,0,0,0,0,0,0
262,GOOGL,False,buy,True,0,1,0,0,0,0,0,0,0,0
263,MSFT,False,buy,False,0,0,0,0,0,0,2,0,0,0
264,MSFT,False,buy,False,0,0,0,0,0,0,1,0,1,0
265,MSFT,False,buy,False,1,0,0,0,0,0,0,0,1,0
266,TSLA,True,sell,True,0,2,0,0,0,0,0,0,0,0
267,GOOGL,False,buy,True,0,0,0,1,0,0,0,3,0,0
268,MSFT,False,buy,True,0,0,0,0,0,0,0,1,1,0
269,TSLA,True,buy,True,0,0,0,0,0,0,0,1,1,0
270,TSLA,True,buy,True,0,1,0,0,0,1,1,1,0,0
271,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
272,AAPL,True,buy,True,0,1,0,0,0,0,0,0,0,0
273,NVDA,True,buy,True,3,1,0,0,0,1,0,0,0,1
274,MSFT,False,buy,False,0,2,0,0,0,0,3,0,0,0
275,MSFT,False,buy,True,0,1,0,1,0,0,0,2,0,0
276,AAPL,True,buy,True,0,1,0,0,0,0,1,0,0,0
277,AAPL,True,buy,True,0,2,0,0,0,0,1,0,0,0
278,UBER,False,buy,True,0,1,0,0,0,0,0,0,0,0
279,NFLX,False,buy,True,0,0,0,0,0,0,0,0,0,0
280,NVDA,True,buy,True,0,1,0,0,0,0,0,0,0,0
281,MSFT,False,buy,True,0,1,0,0,0,0,0,0,0,0
282,AAPL,True,buy,True,0,1,1,0,0,0,1,0,0,0
283,AAPL,True,buy,True,0,0,0,1,0,0,0,0,0,1
284,AAPL,True,buy,True,1,1,0,0,0,0,1,0,0,0
285,GOOGL,False,buy,True,0,0,0,0,0,0,0,0,0,0
286,NFLX,False,buy,True,0,0,0,0,0,0,0,1,0,0
287,MSFT,False,sell,True,1,2,0,0,0,0,0,0,0,0
288,AMD,True,sell,True,1,1,1,0,0,0,2,0,0,0
289,NVDA,True,sell,True,0,1,1,0,0,0,1,0,0,0
290,AMZN,True,sell,True,0,0,0,0,0,0,0,0,0,1
291,NVDA,True,buy,True,0,1,0,0,0,0,0,0,1,0
292,AAPL,True,buy,True,0,1,0,0,0,0,0,1,0,0
293,GOOGL,False,buy,True,0,1,1,0,0,0,0,1,0,0
294,MSFT,False,buy,True,0,1,0,1,0,0,0,1,0,0
295,TSLA,True,buy,True,0,2,0,0,0,0,0,1,0,0
296,NVDA,True,buy,True,0,1,0,0,0,0,1,0,0,0
297,NVDA,True,sell,True,0,0,0,0,0,0,0,0,0,0
298,GOOGL,False,buy,True,0,2,1,0,0,0,0,0,0,0
299,MSFT,False,buy,True,0,1,1,0,0,0,0,0,0,0
300,GOOGL,False,buy,True,0,0,0,0,0,0,0,0,0,0
301,MSFT,False,buy,True,2,2,0,0,0,0,2,1,0,0
302,PYPL,False,buy,True,1,0,0,0,0,0,0,0,0,1
303,AAPL,True,buy,False,0,1,0,1,0,0,0,1,1,0
304,TSLA,True,buy,True,0,0,0,0,0,0,0,1,0,0
305,META,False,buy,True,1,1,1,0,0,0,1,0,0,0
306,META,False,buy,True,0,1,1,0,0,0,4,0,0,0
307,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
308,PYPL,False,buy,True,0,0,0,0,0,0,1,0,0,1
309,PYPL,False,buy,True,0,2,0,0,0,0,0,0,0,0
310,PYPL,False,buy,True,0,0,0,0,0,0,0,1,0,0
311,MSFT,False,buy,True,0,3,0,1,0,0,1,0,0,0
312,AAPL,True,buy,True,0,2,0,0,0,0,1,0,0,0
313,NVDA,True,buy,True,1,1,0,0,0,0,0,0,0,0
314,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
315,AAPL,True,buy,True,0,0,0,0,0,0,0,1,0,0
316,NVDA,True,sell,True,0,0,1,0,0,1,0,0,0,1
317,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
318,NVDA,True,buy,True,0,0,0,0,0,0,0,1,0,0
319,NVDA,True,buy,True,0,2,0,0,0,0,0,1,1,0
320,SOFI,False,buy,False,0,2,0,1,1,0,0,0,0,1
321,PYPL,False,buy,True,0,0,1,0,0,0,0,0,0,0
322,AMD,True,buy,True,2,0,0,0,0,0,0,0,0,0
323,META,False,buy,True,0,1,0,0,0,0,0,0,0,0
324,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
325,NVDA,True,sell,False,1,3,0,0,0,0,1,0,1,0
326,NVDA,True,buy,True,0,1,0,0,0,0,1,0,0,1
327,META,False,buy,True,0,1,1,0,0,0,0,0,0,0
328,META,False,buy,True,2,0,0,0,0,0,2,0,0,0
329,NVDA,True,buy,True,0,1,0,0,0,0,3,0,0,0
330,AAPL,True,sell,True,0,1,0,0,0,0,2,0,0,0
331,NVDA,True,buy,True,2,2,0,0,0,0,1,0,0,0
332,GOOGL,False,buy,True,0,1,0,0,0,0,0,0,0,0
333,NVDA,True,buy,True,1,0,0,0,0,0,0,0,0,0
334,NVDA,True,sell,True,0,0,1,0,0,0,0,0,0,0
335,GOOGL,False,buy,True,0,1,0,1,0,0,0,2,0,0
336,AMZN,True,buy,True,0,0,0,0,0,0,2,0,0,0
337,NVDA,True,buy,True,0,0,0,0,0,0,2,1,0,0
338,PYPL,False,buy,True,0,0,2,0,0,1,0,0,0,0
339,PYPL,False,buy,False,0,1,0,0,0,0,0,0,0,0
340,NVDA,True,sell,True,0,1,0,0,0,0,1,0,0,0
341,NVDA,True,buy,False,0,1,0,0,0,0,0,0,0,0
342,NVDA,True,sell,True,0,1,0,0,0,0,1,0,0,0
343,NVDA,True,buy,True,0,1,0,0,0,0,2,0,0,0
344,AMZN,True,sell,True,0,0,0,0,0,0,0,0,0,0
345,NVDA,True,buy,True,0,3,1,0,0,0,0,0,0,0
346,PYPL,False,sell,True,0,0,0,0,0,0,0,0,0,0
347,AMZN,True,buy,True,0,1,0,0,0,0,0,0,0,0
348,MSFT,False,buy,True,2,2,0,0,0,0,5,0,0,1
349,GOOGL,False,buy,True,0,0,0,0,0,0,0,3,0,0
350,SOFI,False,buy,True,0,2,1,1,0,0,1,0,0,0
351,SOFI,False,buy,False,0,0,0,0,0,0,0,0,2,0
352,SOFI,False,buy,False,0,1,0,0,0,0,0,0,1,0
353,SOFI,False,sell,False,0,0,0,0,0,0,0,0,1,0
354,SOFI,False,sell,True,0,0,0,0,0,0,0,0,2,0
355,PYPL,False,buy,True,0,1,0,0,0,0,0,0,0,0
356,NVDA,True,buy,True,0,1,1,0,0,0,0,0,2,0
357,SOFI,False,buy,True,0,0,0,0,0,0,1,0,0,0
358,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,0
359,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
360,MSFT,False,sell,True,0,2,2,0,0,0,2,0,0,0
361,NVDA,True,buy,True,1,2,1,0,0,0,0,0,0,0
362,TSLA,True,sell,True,0,1,0,0,0,0,0,0,0,0
363,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
364,TSLA,True,buy,True,0,0,0,0,1,0,1,0,0,1
365,AMZN,True,buy,True,0,0,0,0,0,0,1,0,1,0
366,PYPL,False,buy,True,0,1,0,0,0,0,0,0,0,0
367,PYPL,False,buy,True,0,1,1,1,0,0,0,0,0,0
368,NVDA,True,buy,True,0,3,1,0,0,0,0,0,0,0
369,MSFT,False,buy,True,0,1,1,0,0,0,0,0,0,0
370,NVDA,True,buy,False,0,0,0,0,0,0,2,0,0,1
371,AMD,True,buy,True,0,0,0,0,0,0,0,0,0,1
372,TSLA,True,buy,True,0,2,0,0,0,0,1,0,0,0
373,TSLA,True,buy,True,1,1,1,0,0,0,0,0,0,0
374,AMZN,True,sell,True,0,0,0,0,0,0,0,0,0,0
375,NFLX,False,buy,True,0,0,0,1,0,0,0,2,0,0
376,AAPL,True,buy,True,0,0,0,0,0,0,2,0,0,0
377,AAPL,True,buy,True,0,0,0,0,0,0,2,0,0,0
378,PYPL,False,buy,True,1,0,0,0,0,0,0,0,0,0
379,PYPL,False,buy,True,0,2,0,0,0,0,0,0,0,0
380,DIS,False,sell,True,0,1,0,1,0,0,1,2,0,0
381,AAPL,True,sell,True,0,1,0,0,0,0,1,0,0,0
382,AAPL,True,sell,True,1,0,0,0,0,0,1,0,0,0
383,NFLX,False,buy,True,0,1,0,0,0,0,1,0,2,0
384,GOOGL,False,buy,True,0,0,0,0,0,0,0,1,2,0
385,AMZN,True,buy,True,1,0,0,0,0,0,1,0,0,0
386,MSFT,False,buy,True,2,0,0,0,0,0,1,0,0,1
387,MSFT,False,buy,True,1,0,1,1,0,0,0,0,0,0
388,AMD,True,buy,True,0,0,1,0,0,0,0,0,0,0
389,META,False,buy,True,2,0,0,0,0,0,0,0,0,0
390,AAPL,True,buy,True,0,0,0,0,0,0,0,0,0,0
391,AMD,True,sell,True,0,0,0,0,0,0,0,0,0,0
392,NVDA,True,sell,True,0,0,0,0,0,0,0,0,0,0
393,NVDA,True,buy,True,1,0,0,0,0,0,1,0,0,0
394,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,0
395,AAPL,True,buy,True,0,0,0,0,0,0,0,1,0,0
396,GOOGL,False,sell,True,0,0,0,0,0,0,3,0,0,0
397,GOOGL,False,buy,True,1,1,0,0,0,0,2,0,0,0
398,NVDA,True,buy,True,0,1,0,0,0,0,0,0,0,0
399,META,False,buy,True,0,0,0,0,0,0,0,1,0,0
400,GOOGL,False,buy,True,0,2,0,1,0,0,0,0,0,0
401,AAPL,True,sell,True,0,1,1,0,0,0,0,0,0,0
402,MSFT,False,sell,True,0,1,0,0,0,0,0,0,0,0
403,MSFT,False,sell,True,0,1,1,0,0,0,0,0,1,0
404,NVDA,True,buy,True,0,0,0,0,0,0,0,0,0,1
405,GOOGL,False,buy,True,0,2,0,0,0,0,2,0,0,0
406,AMZN,True,buy,True,0,1,0,0,0,0,2,0,0,0
407,AMZN,True,buy,False,0,0,0,0,0,0,2,0,0,1
408,TSLA,True,buy,True,0,0,0,0,0,0,0,0,0,0
409,AAPL,True,buy,True,0,0,0,0,0,0,0,1,0,0
