strategy,holding_days,cost_bps,trade_count,average_trade_return,median_trade_return,cumulative_return,cagr_proxy,annualized_volatility,sharpe,sortino,max_drawdown,hit_rate,skew,breakeven_transaction_cost_bps,turnover_trades,top5_event_share,status
long_top5_buys,252,25,1006,0.474720,0.279053,69944785824835878995506005470776026570840932949376507107810862535277508840937399521832086878654654415774341254553881065740143452044258403384557568.000000,0.396288,0.538188,0.882,7.962,-0.997358,0.9324,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,252,50,1006,0.469720,0.274053,1575740602168021616645531307124824716443487503607278130219921806645175553013093986910587880347713770944011542065690499580197516150001126372016128.000000,0.391033,0.538188,0.873,7.771,-0.997638,0.9304,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
long_top5_buys,252,100,1006,0.459720,0.264053,762374374750768896470910448117854906921884912029111576494603911214723259189726219302733107979990227933226262878110762339308974254251202052096.000000,0.380518,0.538188,0.854,7.401,-0.998118,0.9185,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,0,802,0.131892,0.031663,6523538671877919176916992.000000,0.073843,0.366513,0.360,1.046,-1.000000,0.5673,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,5,802,0.130892,0.030663,2912794512731616185417728.000000,0.072764,0.366513,0.357,1.035,-1.000000,0.5661,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,10,802,0.129892,0.029663,1298982992768934940246016.000000,0.071684,0.366513,0.354,1.025,-1.000000,0.5661,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,25,802,0.126892,0.026663,114349245321811152863232.000000,0.068442,0.366513,0.346,0.994,-1.000000,0.5611,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,50,802,0.121892,0.021663,1941331751104344227840.000000,0.063026,0.366513,0.333,0.943,-1.000000,0.5574,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
long_non_top_buys,252,100,802,0.111892,0.011663,504422082789893824.000000,0.052139,0.366513,0.305,0.845,-1.000000,0.5237,1.000072,659.46,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,0,802,-0.131892,-0.031663,-1.000000,-0.241489,0.366513,-0.360,-0.439,-1.000000,0.4327,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,5,802,-0.132892,-0.032663,-1.000000,-0.241496,0.366513,-0.363,-0.442,-1.000000,0.4314,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,10,802,-0.133892,-0.033663,-1.000000,-0.241817,0.366513,-0.365,-0.445,-1.000000,0.4302,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,25,802,-0.136892,-0.036663,-1.000000,-0.243731,0.366513,-0.373,-0.453,-1.000000,0.4252,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,50,802,-0.141892,-0.041663,-1.000000,-0.248997,0.366513,-0.387,-0.468,-1.000000,0.4127,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
short_non_top_buys_diagnostic,252,100,802,-0.151892,-0.051663,-1.000000,,0.366513,-0.414,-0.496,-1.000000,0.3828,-1.000072,0.00,1604,0.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,0,315,0.470460,0.270632,39650077996861744342873388839486926889156608.000000,0.375331,0.598756,0.786,5.770,-0.990152,0.9270,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,5,315,0.469460,0.269632,31073666961478142075415607059068847784984576.000000,0.374267,0.598756,0.784,5.746,-0.990311,0.9270,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,10,315,0.468460,0.268632,24347088746900425553511181891535603176046592.000000,0.373203,0.598756,0.782,5.721,-0.990469,0.9238,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,25,315,0.465460,0.265632,11696206191627443469416931793264990413127680.000000,0.370011,0.598756,0.777,5.648,-0.990928,0.9238,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,50,315,0.460460,0.260632,3431445991296998583407567544694801495490560.000000,0.364688,0.598756,0.769,5.528,-0.991650,0.9238,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
low_lookahead_top5,252,100,315,0.450460,0.250632,290488917705511837196455958347822271561728.000000,0.354032,0.598756,0.752,5.292,-0.992945,0.9238,1.758792,2352.30,630,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,0,949,0.482393,0.285660,23810623641305538958537992829023316819320185394520282377718674611397439850718114459644900021787029182972267019993658692890195398565593874432.000000,0.402384,0.545394,0.884,7.983,-0.997048,0.9357,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,5,949,0.481393,0.284660,11684744072993332203090630796563045912488255074125611156352373749881259769511324240853008285705141068414743852288235262118564667958411395072.000000,0.401333,0.545394,0.883,7.945,-0.997113,0.9357,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,10,949,0.480393,0.283660,5730738818699127760594506993903080349204709313766946533809546423979479308870274408964895718290572699292184509598675977336156033374314561536.000000,0.400281,0.545394,0.881,7.908,-0.997176,0.9336,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,25,949,0.477393,0.280660,673655427659557845088681489877247381301287345474015822794549114866666535939670355942260441558105515740244595725864340645438332784819044352.000000,0.397126,0.545394,0.875,7.795,-0.997358,0.9326,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,50,949,0.472393,0.275660,18777165922945019574274397426968720717825869442466721579108260782807098584086290969896200012482811194672645686352251724883758734588772352.000000,0.391865,0.545394,0.866,7.610,-0.997638,0.9305,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
high_quality_top5,252,100,949,0.462393,0.265660,13942453716359575388447746745274683667597183626896098761944830606874852402309287538376255881850938791892306512508198261321591930486784.000000,0.381337,0.545394,0.848,7.251,-0.998118,0.9189,1.776041,2411.96,1898,1.0000,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,0,1693,0.177143,0.113188,-3918644453105774892757366207693387831483490874915250786795520.000000,,0.555392,0.319,0.721,-694270096393.550537,0.6297,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,5,1693,0.176143,0.112188,-495539813690044271104766690221674823136817076127092157972480.000000,,0.555392,0.317,0.716,-513784242605.212585,0.6291,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,10,1693,0.175143,0.111188,-7330787834603219786838267700140967605718103584175992864768.000000,,0.555392,0.315,0.711,-380009091725.448242,0.6273,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,25,1693,0.172143,0.108188,3927714761456434167624853545220471987559025422655842942976.000000,0.081481,0.555392,0.310,0.696,-153242328056.703430,0.6249,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,50,1693,0.167143,0.103188,5326713461245980520696266732922664413868774567717109760.000000,0.077271,0.555392,0.301,0.673,-33345927158.798889,0.6202,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
duplicate_collapsed_only,252,100,1693,0.157143,0.093188,1779669412496230871154880879265534314442542546944.000000,0.067825,0.555392,0.283,0.626,-1688000477.925599,0.6025,0.826721,885.71,3386,0.5558,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,0,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,5,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,10,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,25,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,50,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
creator_adjusted_top_quartile,252,100,0,,,,,,,,,,,,0,,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,0,1006,0.479720,0.284053,3056247486785758670882219371473418129048778667282019310876194060155488737675926448737069579856097089337226783902438070245128340014308577101421215744.000000,0.401540,0.538188,0.891,8.156,-0.997048,0.9354,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,5,1006,0.478720,0.283053,1437625535527397091447569708058275090738308824156517676616321051476006557192665511682564502006246403440711148152422363502720481680665196956666036224.000000,0.400490,0.538188,0.890,8.117,-0.997113,0.9354,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,10,1006,0.477720,0.282053,675820876975273885872213742515206117438461386180388089542915621838297053558883284497766671055926898773514422783818484549130594353418293914439254016.000000,0.399439,0.538188,0.888,8.078,-0.997176,0.9334,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,25,1006,0.474720,0.279053,69944785824835878995506005470776026570840932949376507107810862535277508840937399521832086878654654415774341254553881065740143452044258403384557568.000000,0.396288,0.538188,0.882,7.962,-0.997358,0.9324,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,50,1006,0.469720,0.274053,1575740602168021616645531307124824716443487503607278130219921806645175553013093986910587880347713770944011542065690499580197516150001126372016128.000000,0.391033,0.538188,0.873,7.771,-0.997638,0.9304,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
momentum_conditioned_top5,252,100,1006,0.459720,0.264053,762374374750768896470910448117854906921884912029111576494603911214723259189726219302733107979990227933226262878110762339308974254251202052096.000000,0.380518,0.538188,0.854,7.401,-0.998118,0.9185,1.777018,2398.60,2012,1.0000,diagnostic_event_trade_sequence
