alignment_type,sample,analyst_alignment,horizon,n,mean_spy_bhar,median_spy_bhar,t_stat,p_value,winsorized_mean_spy_bhar,bootstrap_ci_lower,bootstrap_ci_upper,warning_flags
analyst_alignment_event_time,top5,finfluencer_contrarian_to_analyst,63D,313,0.08100141456461854,0.0365073176436567,5.812106479257353,6.1691578512323986e-09,0.08090099696493164,0.053792066436270505,0.11100438380192036,
analyst_alignment_event_time,non_top,finfluencer_contrarian_to_analyst,5D,137,-0.005138425139254216,-0.0031269907362971,-1.0908627800913735,0.275333266810041,-0.004259201332047682,-0.014257101166435956,0.0037569923278621023,
analyst_alignment_event_time,non_top,finfluencer_contrarian_to_analyst,21D,137,-0.008313442318220989,-0.0103392984629122,-1.1460507510817735,0.2517741534864011,-0.007963863054288929,-0.02326462264200149,0.006387291960543324,
analyst_alignment_event_time,non_top,finfluencer_contrarian_to_analyst,63D,137,-0.030584605585141113,-0.0362981998787645,-2.3305101307472773,0.019779205211095885,-0.031220587781093625,-0.056340288093722504,-0.0060211141393399625,
analyst_alignment_diagnostic,full,analyst_bullish_aligned,5D,1660,0.002727869549109428,-0.00054399181903875,1.8801084550105234,0.060093298406860285,0.002466858219815382,-3.590750885146015e-05,0.005101363459336893,
analyst_alignment_diagnostic,full,analyst_bullish_aligned,21D,1660,0.011081695908824275,0.0021092177828982,3.8893803475749142,0.00010050050390120191,0.01039087616434383,0.005296812810377608,0.01606137281783332,
analyst_alignment_diagnostic,full,analyst_bullish_aligned,63D,1660,0.06183773649050195,0.016868654198983847,11.329056814662492,0.0,0.06128834816315632,0.05063424826973486,0.07271565454804284,
analyst_alignment_diagnostic,top5,analyst_bullish_aligned,5D,1006,0.004584486006967846,0.0003661994340022,2.13991440500937,0.032361684746299746,0.004323364024818547,0.0006537020952273718,0.008784411962785866,
analyst_alignment_diagnostic,top5,analyst_bullish_aligned,21D,1006,0.017573353125571744,0.0060690029592258,4.134872249721379,3.551521432232363e-05,0.017299849824555607,0.009325202686243551,0.025603496382174788,
analyst_alignment_diagnostic,top5,analyst_bullish_aligned,63D,1006,0.09661731282272218,0.046811012874391655,11.871494621388996,0.0,0.09631500445337411,0.0809345307780678,0.11387254507925307,
