ticker,record_date,firm,to_grade,from_grade,action,source
MSFT,2018-07-20,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-07-20,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-07-17,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-07-17,Raymond James,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
MSFT,2018-07-17,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-06-06,Argus Research,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-04-30,Citigroup,Neutral,Neutral,main,yfinance_upgrades_downgrades
MSFT,2018-04-27,JP Morgan,Overweight,Neutral,up,yfinance_upgrades_downgrades
MSFT,2018-04-27,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-03-26,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-02-02,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-02-02,Nomura,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-02-01,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
MSFT,2018-02-01,Stifel,Buy,Buy,main,yfinance_upgrades_downgrades
MSFT,2018-02-01,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-01-25,Barclays,Overweight,Overweight,main,yfinance_upgrades_downgrades
MSFT,2018-01-25,JP Morgan,Neutral,Neutral,main,yfinance_upgrades_downgrades
MSFT,2018-01-24,Nomura,Buy,,init,yfinance_upgrades_downgrades
MSFT,2017-11-09,UBS,Buy,,main,yfinance_upgrades_downgrades
MSFT,2017-10-31,Oppenheimer,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2017-10-31,Argus Research,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2017-10-30,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2017-10-27,BMO Capital,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2017-10-27,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2017-10-27,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2017-10-27,Stifel,Buy,,main,yfinance_upgrades_downgrades
MSFT,2017-10-05,Canaccord Genuity,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2017-09-06,MoffettNathanson,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2017-07-21,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2017-07-21,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2017-07-17,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2017-06-22,Cleveland Research,Buy,,init,yfinance_upgrades_downgrades
MSFT,2017-04-27,Credit Suisse,Outperform,,init,yfinance_upgrades_downgrades
MSFT,2017-01-23,Tigress Financial,Buy,Neutral,up,yfinance_upgrades_downgrades
MSFT,2017-01-11,Wells Fargo,Outperform,,init,yfinance_upgrades_downgrades
MSFT,2016-12-22,Piper Sandler,Overweight,,init,yfinance_upgrades_downgrades
MSFT,2016-11-17,Goldman Sachs,Buy,Neutral,up,yfinance_upgrades_downgrades
MSFT,2016-11-10,Atlantic Equities,Neutral,Underweight,up,yfinance_upgrades_downgrades
MSFT,2016-10-21,Nomura,Buy,,main,yfinance_upgrades_downgrades
MSFT,2016-10-17,Goldman Sachs,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2016-08-29,UBS,Buy,,main,yfinance_upgrades_downgrades
MSFT,2016-07-21,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2016-07-20,Wunderlich Securities,Hold,,main,yfinance_upgrades_downgrades
MSFT,2016-07-19,William Blair,Market Perform,,init,yfinance_upgrades_downgrades
MSFT,2016-07-07,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2016-05-24,Cowen & Co.,Outperform,Market Perform,up,yfinance_upgrades_downgrades
MSFT,2016-05-16,Canaccord Genuity,Hold,,init,yfinance_upgrades_downgrades
MSFT,2016-04-26,Macquarie,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2016-04-22,RBC Capital,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2016-04-22,Cowen & Co.,Market Perform,,main,yfinance_upgrades_downgrades
MSFT,2016-04-22,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2016-04-22,Goldman Sachs,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2016-04-19,Nomura,Buy,,main,yfinance_upgrades_downgrades
MSFT,2016-04-01,Cowen & Co.,Market Perform,,main,yfinance_upgrades_downgrades
MSFT,2016-03-04,Macquarie,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2016-02-01,Hilliard Lyons,Neutral,Long-Term Buy,down,yfinance_upgrades_downgrades
MSFT,2016-01-29,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2016-01-13,Morgan Stanley,Overweight,Equal-Weight,up,yfinance_upgrades_downgrades
MSFT,2016-01-08,BMO Capital,Outperform,,init,yfinance_upgrades_downgrades
MSFT,2016-01-06,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-12-18,Goldman Sachs,Neutral,Sell,up,yfinance_upgrades_downgrades
MSFT,2015-12-16,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2015-11-30,Raymond James,Strong Buy,Market Perform,up,yfinance_upgrades_downgrades
MSFT,2015-11-10,Piper Sandler,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-10-23,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-10-23,Jefferies,Underweight,,main,yfinance_upgrades_downgrades
MSFT,2015-10-23,B of A Securities,Buy,Neutral,up,yfinance_upgrades_downgrades
MSFT,2015-10-01,B of A Securities,Neutral,Underperform,up,yfinance_upgrades_downgrades
MSFT,2015-08-13,Stifel,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2015-07-22,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-07-22,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2015-07-09,Jefferies,Underperform,,main,yfinance_upgrades_downgrades
MSFT,2015-07-08,Morgan Stanley,Equal-Weight,,main,yfinance_upgrades_downgrades
MSFT,2015-06-18,Jefferies,Underperform,,main,yfinance_upgrades_downgrades
MSFT,2015-06-09,Wunderlich Securities,Hold,,init,yfinance_upgrades_downgrades
MSFT,2015-06-03,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-05-13,Deutsche Bank,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2015-04-30,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-04-27,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2015-04-24,Pacific Crest,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-04-24,Nomura,Buy,Neutral,up,yfinance_upgrades_downgrades
MSFT,2015-04-15,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2015-04-10,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-04-06,Wells Fargo,Outperform,Market Perform,up,yfinance_upgrades_downgrades
MSFT,2015-03-13,Pacific Crest,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2015-01-29,Atlantic Equities,Underweight,Neutral,down,yfinance_upgrades_downgrades
MSFT,2015-01-28,Citigroup,Sell,,main,yfinance_upgrades_downgrades
MSFT,2015-01-27,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2015-01-27,JP Morgan,Neutral,Overweight,down,yfinance_upgrades_downgrades
MSFT,2015-01-06,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2014-12-16,B of A Securities,Underperform,Neutral,down,yfinance_upgrades_downgrades
MSFT,2014-12-12,Piper Sandler,Overweight,,init,yfinance_upgrades_downgrades
MSFT,2014-11-21,Jefferies,Underperform,,init,yfinance_upgrades_downgrades
MSFT,2014-11-18,Citigroup,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2014-10-24,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2014-10-09,BMO Capital,Market Perform,,init,yfinance_upgrades_downgrades
MSFT,2014-10-02,FBN Securities,Outperform,,init,yfinance_upgrades_downgrades
MSFT,2014-09-10,MKM Partners,Buy,,init,yfinance_upgrades_downgrades
MSFT,2014-09-04,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2014-07-24,UBS,Buy,,main,yfinance_upgrades_downgrades
MSFT,2014-07-24,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2014-07-23,B of A Securities,Neutral,Underperform,up,yfinance_upgrades_downgrades
MSFT,2014-07-23,Pacific Crest,Outperform,Sector Perform,up,yfinance_upgrades_downgrades
MSFT,2014-07-19,Deutsche Bank,Hold,,main,yfinance_upgrades_downgrades
MSFT,2014-07-19,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2014-07-15,Nomura,Buy,,main,yfinance_upgrades_downgrades
MSFT,2014-06-12,Citigroup,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2014-06-05,FBR Capital,Outperform,Market Perform,up,yfinance_upgrades_downgrades
MSFT,2014-05-30,Summit Insights Group,Hold,,init,yfinance_upgrades_downgrades
MSFT,2014-04-25,Oppenheimer,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2014-04-25,JP Morgan,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2014-04-25,FBR Capital,Market Perform,,main,yfinance_upgrades_downgrades
MSFT,2014-04-22,Jefferies,Buy,,main,yfinance_upgrades_downgrades
MSFT,2014-04-14,Deutsche Bank,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2014-03-19,Cowen & Co.,Market Perform,,main,yfinance_upgrades_downgrades
MSFT,2014-03-19,Barclays,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2014-02-27,B. Riley Securities,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2014-02-04,Sterne Agee,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2014-01-24,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2014-01-24,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
MSFT,2014-01-23,Deutsche Bank,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2014-01-14,Citigroup,Neutral,Buy,down,yfinance_upgrades_downgrades
MSFT,2014-01-10,Barclays,Overweight,Equal-weight,up,yfinance_upgrades_downgrades
MSFT,2013-11-27,Evercore ISI Group,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2013-11-19,McAdams Wright Ragen,Hold,,main,yfinance_upgrades_downgrades
MSFT,2013-11-18,B of A Securities,Underperform,Neutral,down,yfinance_upgrades_downgrades
MSFT,2013-11-06,Nomura,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-10-15,Jefferies,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2013-09-04,Morgan Stanley,Equal-Weight,Overweight,down,yfinance_upgrades_downgrades
MSFT,2013-08-26,BMO Capital,Market Perform,,main,yfinance_upgrades_downgrades
MSFT,2013-08-22,Nomura,Buy,Neutral,up,yfinance_upgrades_downgrades
MSFT,2013-08-13,Stifel,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-08-08,Evercore ISI Group,Overweight,Equal-Weight,up,yfinance_upgrades_downgrades
MSFT,2013-07-29,Atlantic Equities,Neutral,Overweight,down,yfinance_upgrades_downgrades
MSFT,2013-07-19,Cowen & Co.,Market Perform,Outperform,down,yfinance_upgrades_downgrades
MSFT,2013-06-26,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2013-06-05,Deutsche Bank,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-05-28,Nomura,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2013-05-15,Stifel,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-04-30,Standpoint Research,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-04-30,Morgan Stanley,Overweight,Equal-Weight,main,yfinance_upgrades_downgrades
MSFT,2013-04-25,McAdams Wright Ragen,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-04-12,Credit Agricole,Outperform,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-04-11,Nomura,Neutral,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-04-11,Goldman Sachs,Sell,Neutral,down,yfinance_upgrades_downgrades
MSFT,2013-04-10,BGC FInancial,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-04-04,B of A Securities,Neutral,Buy,down,yfinance_upgrades_downgrades
MSFT,2013-02-04,McAdams Wright Ragen,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-01-25,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-01-18,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-01-11,Nomura,Buy,,main,yfinance_upgrades_downgrades
MSFT,2013-01-10,Morgan Stanley,Equal-Weight,Overweight,down,yfinance_upgrades_downgrades
MSFT,2013-01-07,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
MSFT,2013-01-04,Argus Research,Hold,Buy,down,yfinance_upgrades_downgrades
MSFT,2012-12-14,SunTrust Robinson Humphrey,Neutral,,init,yfinance_upgrades_downgrades
MSFT,2012-12-14,BMO Capital,Market Perform,,init,yfinance_upgrades_downgrades
MSFT,2012-12-13,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
MSFT,2012-12-12,Standpoint Research,Buy,Hold,up,yfinance_upgrades_downgrades
MSFT,2012-12-05,MKM Partners,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2012-11-28,Nomura,,,main,yfinance_upgrades_downgrades
MSFT,2012-10-19,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
MSFT,2012-10-01,RBC Capital,Sector Perform,Outperform,down,yfinance_upgrades_downgrades
MSFT,2012-09-12,Jefferies,Hold,,init,yfinance_upgrades_downgrades
MSFT,2012-08-20,Longbow Research,Buy,,init,yfinance_upgrades_downgrades
MSFT,2012-07-20,Griffin Securities,Buy,,init,yfinance_upgrades_downgrades
MSFT,2012-07-20,Goldman Sachs,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2012-04-20,Goldman Sachs,Neutral,,main,yfinance_upgrades_downgrades
MSFT,2012-04-20,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
MSFT,2012-04-03,UBS,Buy,,main,yfinance_upgrades_downgrades
MSFT,2012-03-22,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
MSFT,2012-03-19,Hilliard Lyons,Long-Term Buy,,main,yfinance_upgrades_downgrades
MSFT,2012-03-16,Argus Research,Buy,Hold,up,yfinance_upgrades_downgrades
NFLX,2026-05-15,Guggenheim,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2026-04-17,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
NFLX,2026-04-17,Citizens,Market Perform,Market Perform,reit,yfinance_upgrades_downgrades
NFLX,2026-04-17,Keybanc,Overweight,Overweight,reit,yfinance_upgrades_downgrades
NFLX,2026-04-17,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2026-04-17,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2026-04-17,Guggenheim,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2026-04-15,Citizens,Market Perform,Market Perform,reit,yfinance_upgrades_downgrades
NFLX,2026-04-14,Guggenheim,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2026-04-14,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2026-04-13,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2026-04-06,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2026-04-06,Goldman Sachs,Buy,Neutral,up,yfinance_upgrades_downgrades
NFLX,2026-03-30,Citizens,Market Perform,,init,yfinance_upgrades_downgrades
NFLX,2026-03-27,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2026-03-06,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2026-03-02,JP Morgan,Overweight,Neutral,up,yfinance_upgrades_downgrades
NFLX,2026-02-27,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2026-02-20,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2026-01-27,Freedom Broker,Buy,Hold,up,yfinance_upgrades_downgrades
NFLX,2026-01-22,Argus Research,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2026-01-21,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2026-01-21,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2026-01-21,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2026-01-21,Goldman Sachs,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2026-01-21,Pivotal Research,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2026-01-16,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2026-01-16,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2026-01-15,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2026-01-13,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2026-01-12,HSBC,Buy,,init,yfinance_upgrades_downgrades
NFLX,2026-01-05,CFRA,Hold,Buy,down,yfinance_upgrades_downgrades
NFLX,2025-12-11,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-12-09,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-12-08,Canaccord Genuity,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-12-08,Pivotal Research,Hold,Buy,down,yfinance_upgrades_downgrades
NFLX,2025-12-08,Rosenblatt,Neutral,Buy,down,yfinance_upgrades_downgrades
NFLX,2025-11-28,Rosenblatt,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-11-18,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
NFLX,2025-11-18,JP Morgan,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-11-03,KGI Securities,Outperform,Neutral,up,yfinance_upgrades_downgrades
NFLX,2025-10-22,JP Morgan,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-10-22,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-10-22,Benchmark,Hold,Hold,reit,yfinance_upgrades_downgrades
NFLX,2025-10-22,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-10-22,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-10-07,Itau BBA,Outperform,,init,yfinance_upgrades_downgrades
NFLX,2025-10-07,Seaport Global,Buy,Neutral,up,yfinance_upgrades_downgrades
NFLX,2025-10-03,Citigroup,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-09-17,Loop Capital,Buy,Hold,up,yfinance_upgrades_downgrades
NFLX,2025-09-10,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-07-21,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-07-18,JP Morgan,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-07-18,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-07-18,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-07-17,Bernstein,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-07-15,BMO Capital,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2025-07-15,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2025-07-14,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2025-07-11,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-07-11,JP Morgan,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-07-11,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-07-10,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-07-09,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
NFLX,2025-07-07,Seaport Global,Neutral,Buy,down,yfinance_upgrades_downgrades
NFLX,2025-07-02,Goldman Sachs,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-07-02,Canaccord Genuity,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-06-20,Pivotal Research,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-06-20,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-06-12,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-06-04,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-05-29,Citigroup,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-05-19,JP Morgan,Neutral,Overweight,down,yfinance_upgrades_downgrades
NFLX,2025-05-16,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-05-16,Canaccord Genuity,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-04-21,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-04-21,Benchmark,Hold,Hold,reit,yfinance_upgrades_downgrades
NFLX,2025-04-21,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-04-21,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
NFLX,2025-04-21,Pivotal Research,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-04-18,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-04-18,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-04-17,Needham,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-04-15,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-04-11,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2025-04-09,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-04-08,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-04-03,Guggenheim,Buy,Buy,reit,yfinance_upgrades_downgrades
NFLX,2025-03-17,MoffettNathanson,Buy,Neutral,up,yfinance_upgrades_downgrades
NFLX,2025-02-07,Citigroup,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-01-23,Wolfe Research,Outperform,Peer Perform,up,yfinance_upgrades_downgrades
NFLX,2025-01-22,Goldman Sachs,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-01-22,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-01-22,Deutsche Bank,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2025-01-22,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-01-22,Barclays,Equal-Weight,Underweight,up,yfinance_upgrades_downgrades
NFLX,2025-01-22,Canaccord Genuity,Buy,Hold,up,yfinance_upgrades_downgrades
NFLX,2025-01-16,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2025-01-16,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-01-16,Seaport Global,Buy,Neutral,up,yfinance_upgrades_downgrades
NFLX,2025-01-15,BMO Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-01-14,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-01-14,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
NFLX,2025-01-13,Macquarie,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2025-01-13,Guggenheim,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2025-01-10,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2025-01-08,Goldman Sachs,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2025-01-03,Benchmark,Sell,Sell,main,yfinance_upgrades_downgrades
NFLX,2024-12-24,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2024-12-19,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-12-16,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2024-12-16,Loop Capital,Hold,Buy,down,yfinance_upgrades_downgrades
NFLX,2024-12-11,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2024-12-05,Citigroup,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2024-12-02,Canaccord Genuity,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2024-12-02,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2024-11-21,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-11-20,Pivotal Research,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-11-18,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
NFLX,2024-10-29,Guggenheim,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Benchmark,Sell,Sell,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Barclays,Underweight,Underweight,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Canaccord Genuity,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Macquarie,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2024-10-18,Needham,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-10-16,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-10-15,Benchmark,Sell,Sell,reit,yfinance_upgrades_downgrades
NFLX,2024-10-11,Guggenheim,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-10-11,Macquarie,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2024-10-10,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
NFLX,2024-10-10,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2024-10-09,Deutsche Bank,Hold,Hold,main,yfinance_upgrades_downgrades
NFLX,2024-10-08,JP Morgan,Overweight,Overweight,reit,yfinance_upgrades_downgrades
NFLX,2024-10-07,TD Cowen,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-10-07,Piper Sandler,Overweight,Neutral,up,yfinance_upgrades_downgrades
NFLX,2024-10-07,Barclays,Underweight,Equal-Weight,down,yfinance_upgrades_downgrades
NFLX,2024-10-01,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
NFLX,2024-09-20,Rosenblatt,Neutral,Neutral,main,yfinance_upgrades_downgrades
NFLX,2024-08-30,Pivotal Research,Buy,Buy,main,yfinance_upgrades_downgrades
NFLX,2024-08-27,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
