event_id,ticker,horizon_days,treated_event_date,control_trading_date,treated_pre21_spy_bhar,control_pre21_spy_bhar,treated_spy_bhar,control_spy_bhar,treated_minus_control,match_rule
158,TSLA,21,2025-09-15,2021-11-12,0.197138,0.206878,0.042050,-0.064120,0.106169,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
159,TSLA,21,2025-09-15,2021-10-20,0.197138,0.127672,0.042050,0.228036,-0.185987,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
160,NVDA,21,2025-09-15,2021-03-03,-0.048150,-0.046449,0.008052,0.025263,-0.017211,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
161,NVDA,21,2025-09-15,2020-11-20,-0.048150,-0.051559,0.008052,-0.023068,0.031120,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
162,AMD,21,2025-08-05,2024-02-06,0.281356,0.155737,-0.105506,0.216946,-0.322452,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
163,GOOGL,21,2025-08-05,2020-11-16,0.089392,0.087616,0.159622,-0.030454,0.190076,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
164,AMZN,21,2025-08-05,2019-10-08,-0.055241,-0.040755,0.068916,-0.011438,0.080355,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
165,MSFT,21,2026-03-09,2022-08-23,0.041397,0.027884,-0.085074,-0.039532,-0.045542,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
166,MSFT,21,2026-03-09,2020-06-17,0.041397,-0.003092,-0.085074,0.007659,-0.092734,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
167,AMZN,21,2024-01-05,2023-01-04,-0.040113,-0.042945,0.108931,0.139853,-0.030923,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
168,MSFT,21,2024-09-20,2021-10-19,0.009522,0.009087,-0.064950,0.063397,-0.128346,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
169,NVDA,21,2023-12-15,2020-04-30,-0.047800,-0.018182,0.152815,0.153300,-0.000485,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
170,TSLA,21,2023-08-04,2025-07-01,-0.098276,-0.183096,0.004921,0.001778,0.003144,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
171,NVDA,21,2023-08-04,2019-09-26,0.044944,0.057036,0.081133,0.137890,-0.056757,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
172,AMD,21,2025-08-05,2023-06-09,0.281356,0.246271,-0.105506,-0.124124,0.018618,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
173,AMD,21,2025-08-05,2021-11-18,0.281356,0.293618,-0.105506,-0.095986,-0.009520,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
174,GOOGL,21,2025-08-05,2021-02-19,0.089392,0.095034,0.159622,-0.037685,0.197306,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
175,AMZN,21,2025-08-05,2019-11-18,-0.055241,-0.049986,0.068916,-0.006287,0.075203,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
176,UBER,21,2026-03-03,2023-06-07,-0.029275,-0.029339,-0.026647,0.062641,-0.089287,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
177,MSFT,21,2023-01-25,2022-01-24,-0.041400,-0.050986,0.048295,-0.011695,0.059989,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
178,NVDA,21,2025-07-19,2021-04-29,0.122480,0.126402,0.007299,0.060065,-0.052766,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
179,AMD,21,2025-08-05,2020-01-07,0.281356,0.178410,-0.105506,-0.012683,-0.092823,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
180,AMD,21,2025-08-05,2023-03-14,0.281356,0.113241,-0.105506,-0.006467,-0.099040,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
181,NVDA,21,2025-08-17,2021-02-02,0.030632,0.017919,-0.089024,-0.074810,-0.014214,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
183,NVDA,21,2023-08-18,2023-09-19,-0.014115,-0.012617,-0.012617,-0.002188,-0.010430,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
184,GOOGL,21,2023-08-18,2020-11-17,0.103972,0.097036,0.065202,-0.044228,0.109430,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
185,MSFT,21,2023-08-18,2021-05-27,-0.051004,-0.022890,0.020650,0.055010,-0.034360,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
186,DIS,21,2023-02-08,2022-08-09,0.120729,0.084159,-0.102663,0.065510,-0.168174,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
187,NVDA,21,2025-07-25,2021-09-08,0.074979,0.081050,0.027940,-0.032532,0.060472,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
188,AMZN,21,2023-04-27,2021-12-02,0.086878,0.047358,0.075246,-0.056588,0.131834,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
189,NVDA,21,2025-07-16,2020-08-28,0.158400,0.156547,0.028937,0.054381,-0.025445,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
190,MSFT,21,2026-03-10,2020-05-06,0.033287,0.031287,-0.087338,-0.095063,0.007724,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
191,MSFT,21,2026-03-10,2021-08-25,0.033287,0.033456,-0.087338,-0.000838,-0.086501,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
192,MSFT,21,2023-09-25,2020-03-05,-0.000418,0.006465,0.060805,0.099785,-0.038980,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
193,AMD,21,2025-08-10,2020-04-17,0.156892,0.245474,-0.099566,-0.064678,-0.034888,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
194,NVDA,21,2025-08-10,2020-02-03,0.084206,0.004060,-0.051597,0.219278,-0.270875,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
195,PYPL,21,2025-08-18,2024-03-08,-0.087608,-0.094232,-0.037773,0.117396,-0.155169,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
196,SOFI,21,2025-08-18,2022-07-12,0.085910,0.035786,0.095414,0.190218,-0.094804,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
197,GOOGL,21,2025-08-18,2020-05-20,0.074595,0.075024,0.202603,-0.033026,0.235629,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
198,AMD,21,2025-08-11,2020-12-02,0.156892,0.144075,-0.099566,-0.025100,-0.074465,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
199,AMD,21,2025-08-11,2019-12-02,0.156892,0.114071,-0.099566,0.220173,-0.319739,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
200,AMD,21,2025-08-11,2021-07-30,0.156892,0.106110,-0.099566,0.017022,-0.116588,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
201,AMD,21,2025-08-11,2019-12-27,0.156892,0.151398,-0.099566,0.017154,-0.116720,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
202,NVDA,21,2025-08-11,2020-05-27,0.084206,0.090461,-0.051597,0.096630,-0.148227,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
203,NVDA,21,2025-08-11,2020-06-30,0.084206,0.065378,-0.051597,0.066938,-0.118535,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
204,UBER,21,2026-03-19,2021-01-14,0.073916,0.063640,-0.048540,0.026864,-0.075404,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
205,UBER,21,2026-03-19,2024-06-25,0.073916,0.083108,-0.048540,-0.067230,0.018690,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
206,AAPL,21,2024-01-18,2020-11-12,-0.060506,-0.029816,-0.080583,-0.010859,-0.069725,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
207,AAPL,21,2024-01-18,2022-03-22,-0.060506,-0.029504,-0.080583,0.011429,-0.092012,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
208,NVDA,21,2024-01-18,2021-04-19,0.152815,0.143357,0.223214,-0.079745,0.302959,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
209,GOOGL,21,2024-01-18,2020-10-26,0.066795,0.068492,-0.068942,0.043155,-0.112097,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
210,PYPL,21,2023-08-06,2022-01-28,-0.063212,-0.064821,-0.015185,-0.321558,0.306372,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
211,AMD,21,2026-02-09,2025-03-26,0.048867,0.100213,-0.026322,-0.091309,0.064987,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
212,AMD,21,2026-02-09,2019-10-25,0.048867,0.094454,-0.026322,0.177422,-0.203744,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
213,AMD,21,2026-02-09,2019-10-24,0.048867,0.064558,-0.026322,0.198981,-0.225303,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
214,NVDA,21,2026-02-09,2022-03-02,0.020582,0.016021,0.004343,0.091985,-0.087642,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
215,NVDA,21,2025-08-11,2019-12-27,0.084206,0.059364,-0.051597,0.024956,-0.076553,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
216,TSLA,21,2023-04-19,2022-03-11,-0.066327,-0.064726,-0.032779,0.176537,-0.209316,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
217,NVDA,21,2023-04-19,2020-08-11,0.026606,0.022316,0.121862,0.131788,-0.009926,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
218,PYPL,21,2025-08-24,2023-05-09,-0.117431,-0.118829,-0.055166,-0.069554,0.014387,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
219,NFLX,21,2023-03-24,2021-11-03,0.023130,0.011237,-0.043886,-0.100864,0.056978,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
220,AAPL,21,2023-04-28,2022-03-30,0.019093,0.019169,0.036136,-0.011370,0.047506,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
221,AAPL,21,2023-04-28,2021-02-04,0.019093,0.008680,0.036136,-0.140228,0.176363,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
222,AMZN,21,2023-04-28,2019-12-17,0.015543,0.004464,0.143504,-0.002488,0.145992,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
223,TSLA,21,2023-04-28,2022-04-27,-0.188845,-0.107885,0.214053,-0.168476,0.382530,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
224,GOOGL,21,2025-08-31,2021-08-19,0.087649,0.051528,0.112870,0.032472,0.080398,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
225,AAPL,21,2023-04-07,2022-04-06,0.025878,0.015347,0.056890,-0.004545,0.061435,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
226,NVDA,21,2025-08-27,2023-05-09,0.016801,0.032747,-0.045051,0.303720,-0.348771,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
227,NVDA,21,2025-08-27,2021-07-22,0.016801,0.008258,-0.045051,0.044224,-0.089275,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
228,NVDA,21,2023-07-14,2020-07-13,0.075682,0.090842,-0.035136,0.022316,-0.057452,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
230,META,21,2023-02-16,2024-02-20,0.253459,0.200574,0.179056,0.021717,0.157339,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
231,AMZN,21,2023-02-16,2019-12-24,-0.014708,-0.013193,0.027449,0.014803,0.012646,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
232,MSFT,21,2026-02-19,2022-09-09,-0.131521,-0.051597,0.008240,-0.022217,0.030457,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
233,GOOGL,21,2023-04-25,2022-01-20,-0.041182,-0.040521,0.151842,0.006237,0.145605,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
234,NFLX,21,2026-03-10,2020-07-14,0.198780,0.202515,0.045940,-0.152207,0.198146,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
235,UBER,21,2026-02-07,2022-05-13,-0.162622,-0.158712,0.039733,-0.065974,0.105707,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
236,MSFT,21,2026-02-24,2020-06-16,-0.160513,-0.033417,-0.004362,0.023939,-0.028302,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
237,MSFT,21,2026-02-24,2020-07-23,-0.160513,-0.031843,-0.004362,0.003134,-0.007496,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
238,TSLA,21,2023-04-21,2020-10-21,-0.187621,-0.041380,0.128125,0.137401,-0.009276,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
239,TSLA,21,2023-04-21,2021-03-29,-0.187621,-0.139004,0.128125,0.081332,0.046792,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
240,AMC,21,2023-03-28,2023-11-21,-0.321700,-0.352051,0.000226,-0.134313,0.134539,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
241,AMZN,21,2023-03-28,2021-06-28,0.038675,0.043339,0.086878,0.027559,0.059320,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
242,AMZN,21,2023-03-28,2020-01-09,0.038675,0.040818,0.086878,0.097907,-0.011029,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
243,AMZN,21,2023-03-28,2021-06-16,0.038675,0.028435,0.086878,0.021165,0.065713,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
244,DIS,21,2023-11-17,2025-12-31,0.073805,0.067383,-0.056707,-0.101702,0.044995,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
245,AAPL,21,2023-11-17,2021-08-05,0.025400,0.000421,-0.019401,0.025179,-0.044580,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
246,AAPL,21,2025-09-13,2021-08-11,-0.007906,-0.015791,0.041993,0.017581,0.024411,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
247,TSLA,21,2023-07-19,2020-08-14,0.082092,0.049971,-0.205797,0.352437,-0.558234,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
248,META,21,2026-03-08,2022-09-28,-0.035008,-0.034377,-0.052597,-0.333886,0.281289,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
249,MSFT,21,2024-02-12,2021-04-08,0.027929,0.024684,-0.028458,-0.036410,0.007952,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
250,MSFT,21,2023-03-08,2021-12-06,0.017139,-0.011301,0.119730,-0.054564,0.174294,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
251,MSFT,21,2024-10-02,2022-04-28,-0.014773,-0.008634,-0.025456,-0.025057,-0.000399,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
252,NVDA,21,2025-08-11,2020-01-06,0.084206,0.087768,-0.051597,0.029303,-0.080900,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
253,PYPL,21,2025-08-20,2024-07-08,-0.118920,-0.111786,-0.040930,0.121603,-0.162533,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
254,NVDA,21,2025-08-20,2020-06-09,0.035402,0.061473,-0.035689,0.177399,-0.213088,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
255,SOFI,21,2025-08-20,2025-05-20,0.058694,0.087673,0.267404,0.140065,0.127339,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
256,AMD,21,2025-08-20,2020-03-09,0.053026,0.056235,-0.090263,0.126644,-0.216906,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
257,AMD,21,2025-08-27,2025-04-25,-0.076002,-0.091309,-0.072221,0.111739,-0.183960,"same ticker, same month/quarter, no event within +/-10 trading days, closest pre-21 momentum"
