event_id,ticker,creator,recommendation_type,event_date,horizon,model,alpha,top5_flag,low_lookahead_flag,duplicate_cluster_id,status
23,DIS,The Investor Channel,buy,2023-10-06,5D,Carhart,0.020120,False,False,22,computed
24,AMD,The Investor Channel,sell,2023-10-06,1D,SPY_adjusted,-0.008920,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,1D,FF3,-0.012466,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,1D,FF5,-0.028114,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,1D,Carhart,-0.013503,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,5D,SPY_adjusted,-0.024612,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,5D,FF3,-0.015797,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,5D,FF5,-0.043814,True,False,23,computed
24,AMD,The Investor Channel,sell,2023-10-06,5D,Carhart,-0.008983,True,False,23,computed
25,MSFT,The Investor Channel,sell,2023-10-06,1D,SPY_adjusted,0.001420,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,1D,FF3,0.000896,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,1D,FF5,-0.005220,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,1D,Carhart,0.001017,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,5D,SPY_adjusted,-0.003127,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,5D,FF3,0.001073,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,5D,FF5,-0.009438,False,False,24,computed
25,MSFT,The Investor Channel,sell,2023-10-06,5D,Carhart,0.000278,False,False,24,computed
26,AAPL,The Investor Channel,buy,2023-10-06,1D,SPY_adjusted,0.002049,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,1D,FF3,0.002082,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,1D,FF5,0.000671,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,1D,Carhart,0.002074,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,5D,SPY_adjusted,0.003099,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,5D,FF3,0.007674,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,5D,FF5,0.007453,True,False,25,computed
26,AAPL,The Investor Channel,buy,2023-10-06,5D,Carhart,0.007729,True,False,25,computed
27,AAPL,Dividendology,sell,2024-12-17,1D,SPY_adjusted,0.008382,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,1D,FF3,0.002315,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,1D,FF5,0.002147,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,1D,Carhart,0.002347,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,5D,SPY_adjusted,0.020220,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,5D,FF3,0.013565,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,5D,FF5,0.022985,True,False,26,computed
27,AAPL,Dividendology,sell,2024-12-17,5D,Carhart,0.013418,True,False,26,computed
28,NVDA,The Investor Channel,buy,2023-05-24,1D,SPY_adjusted,0.235037,True,False,27,computed
28,NVDA,The Investor Channel,buy,2023-05-24,1D,FF3,0.215917,True,False,27,computed
