strategy,sequence,event_date,equity,drawdown
long_top5_buys,71,2023-01-26,0.047786,-0.976702
long_top5_buys,72,2023-02-03,0.046841,-0.977163
long_top5_buys,73,2023-02-13,0.045152,-0.977986
long_top5_buys,74,2023-02-13,0.048597,-0.976307
long_top5_buys,75,2023-02-16,0.048257,-0.976472
long_top5_buys,76,2023-02-22,0.063115,-0.969229
long_top5_buys,77,2023-02-25,0.070782,-0.965491
long_top5_buys,78,2023-02-25,0.073232,-0.964296
long_top5_buys,79,2023-03-02,0.079401,-0.961288
long_top5_buys,80,2023-03-02,0.086091,-0.958027
long_top5_buys,81,2023-03-02,0.093343,-0.954491
long_top5_buys,82,2023-03-02,0.101207,-0.950657
long_top5_buys,83,2023-03-03,0.108964,-0.946875
long_top5_buys,84,2023-03-07,0.117485,-0.942721
long_top5_buys,85,2023-03-17,0.126060,-0.938540
long_top5_buys,86,2023-03-17,0.135074,-0.934145
long_top5_buys,87,2023-03-21,0.139402,-0.932035
long_top5_buys,88,2023-03-28,0.157088,-0.923412
long_top5_buys,89,2023-03-28,0.177018,-0.913696
long_top5_buys,90,2023-03-28,0.199476,-0.902746
long_top5_buys,91,2023-03-31,0.203381,-0.900842
long_top5_buys,92,2023-04-07,0.215098,-0.895130
long_top5_buys,93,2023-04-14,0.232795,-0.886502
long_top5_buys,94,2023-04-14,0.242214,-0.881909
long_top5_buys,95,2023-04-19,0.274102,-0.866362
long_top5_buys,96,2023-04-21,0.312918,-0.847438
long_top5_buys,97,2023-04-21,0.357231,-0.825833
long_top5_buys,98,2023-04-26,0.376995,-0.816198
long_top5_buys,99,2023-04-27,0.411376,-0.799435
long_top5_buys,100,2023-04-28,0.429417,-0.790639
long_top5_buys,101,2023-04-28,0.448248,-0.781458
long_top5_buys,102,2023-04-28,0.516033,-0.748410
long_top5_buys,103,2023-04-28,0.630475,-0.692614
long_top5_buys,104,2023-05-12,0.969433,-0.527357
long_top5_buys,105,2023-05-12,1.490623,-0.273252
long_top5_buys,106,2023-05-19,1.561785,-0.238557
long_top5_buys,107,2023-05-19,2.245572,0.000000
long_top5_buys,108,2023-05-19,2.352775,0.000000
long_top5_buys,109,2023-05-22,2.405712,0.000000
long_top5_buys,110,2023-05-22,2.459841,0.000000
long_top5_buys,111,2023-05-22,3.440128,0.000000
long_top5_buys,112,2023-05-24,4.569098,0.000000
long_top5_buys,113,2023-05-26,4.897381,0.000000
long_top5_buys,114,2023-05-26,5.249250,0.000000
long_top5_buys,115,2023-06-09,5.549559,0.000000
long_top5_buys,116,2023-06-09,5.805865,0.000000
long_top5_buys,117,2023-06-19,5.984294,0.000000
long_top5_buys,118,2023-06-19,6.168208,0.000000
long_top5_buys,119,2023-06-23,6.143249,-0.004046
long_top5_buys,120,2023-06-23,6.632927,0.000000
long_top5_buys,121,2023-06-23,6.840717,0.000000
long_top5_buys,122,2023-06-26,7.164414,0.000000
long_top5_buys,123,2023-07-04,7.140511,-0.003336
long_top5_buys,124,2023-07-05,6.537223,-0.087543
long_top5_buys,125,2023-07-07,7.147502,-0.002360
long_top5_buys,126,2023-07-07,6.686197,-0.066749
long_top5_buys,127,2023-07-14,6.417144,-0.104303
long_top5_buys,128,2023-07-14,6.158918,-0.140346
long_top5_buys,129,2023-07-19,4.620179,-0.355121
long_top5_buys,130,2023-07-21,4.885784,-0.318048
long_top5_buys,131,2023-08-03,4.836406,-0.324940
long_top5_buys,132,2023-08-03,4.787527,-0.331763
long_top5_buys,133,2023-08-03,4.739141,-0.338517
long_top5_buys,134,2023-08-04,4.776391,-0.333317
long_top5_buys,135,2023-08-04,5.177949,-0.277268
long_top5_buys,136,2023-08-07,4.915245,-0.313936
long_top5_buys,137,2023-08-07,4.912144,-0.314369
long_top5_buys,138,2023-08-08,4.845218,-0.323711
long_top5_buys,139,2023-08-11,4.792497,-0.331069
long_top5_buys,140,2023-08-12,5.410961,-0.244745
long_top5_buys,141,2023-08-12,5.612094,-0.216671
long_top5_buys,142,2023-08-12,5.433886,-0.241545
long_top5_buys,143,2023-08-18,5.562930,-0.223533
long_top5_buys,144,2023-08-18,5.577877,-0.221447
long_top5_buys,145,2023-08-18,6.884307,-0.039097
long_top5_buys,146,2023-08-23,6.063093,-0.153721
long_top5_buys,147,2023-08-25,5.507273,-0.231302
long_top5_buys,148,2023-08-27,4.980406,-0.304841
long_top5_buys,149,2023-08-30,4.385497,-0.387878
long_top5_buys,150,2023-09-01,3.923551,-0.452356
long_top5_buys,151,2023-09-01,3.510264,-0.510042
long_top5_buys,152,2023-09-08,3.517446,-0.509039
long_top5_buys,153,2023-09-08,3.524643,-0.508035
long_top5_buys,154,2023-09-08,3.531854,-0.507028
long_top5_buys,155,2023-09-08,3.539081,-0.506019
long_top5_buys,156,2023-09-08,3.546322,-0.505009
long_top5_buys,157,2023-09-13,3.669774,-0.487777
long_top5_buys,158,2023-09-13,3.797524,-0.469946
long_top5_buys,159,2023-09-13,3.929720,-0.451494
long_top5_buys,160,2023-09-13,4.066519,-0.432400
long_top5_buys,161,2023-09-13,4.208080,-0.412641
long_top5_buys,162,2023-09-13,4.354569,-0.392195
long_top5_buys,163,2023-09-13,4.506157,-0.371036
long_top5_buys,164,2023-09-14,4.574635,-0.361478
long_top5_buys,165,2023-09-14,4.644154,-0.351775
long_top5_buys,166,2023-09-22,4.010491,-0.440221
long_top5_buys,167,2023-09-22,3.463287,-0.516599
long_top5_buys,168,2023-09-22,3.419162,-0.522758
long_top5_buys,169,2023-09-22,3.342824,-0.533413
long_top5_buys,170,2023-09-30,3.428198,-0.521496
long_top5_buys,171,2023-10-02,2.727992,-0.619230
long_top5_buys,172,2023-10-02,2.170803,-0.697002
long_top5_buys,173,2023-10-06,2.186657,-0.694789
long_top5_buys,174,2023-10-09,2.214131,-0.690954
long_top5_buys,175,2023-10-13,1.966921,-0.725460
long_top5_buys,176,2023-10-19,2.124324,-0.703489
long_top5_buys,177,2023-10-19,2.294324,-0.679761
long_top5_buys,178,2023-10-20,2.788731,-0.610752
long_top5_buys,179,2023-10-21,3.070161,-0.571471
long_top5_buys,180,2023-10-21,3.379992,-0.528225
long_top5_buys,181,2023-10-26,3.869605,-0.459885
long_top5_buys,182,2023-10-27,4.444280,-0.379673
long_top5_buys,183,2023-10-27,5.104299,-0.287548
long_top5_buys,184,2023-10-27,5.772157,-0.194329
long_top5_buys,185,2023-10-31,6.885488,-0.038932
long_top5_buys,186,2023-11-02,7.337836,0.000000
long_top5_buys,187,2023-11-02,7.819903,0.000000
long_top5_buys,188,2023-11-02,8.333639,0.000000
long_top5_buys,189,2023-11-11,8.906261,0.000000
long_top5_buys,190,2023-11-17,9.224395,0.000000
long_top5_buys,191,2023-11-18,9.364188,0.000000
long_top5_buys,192,2023-11-20,9.506100,0.000000
long_top5_buys,193,2023-11-20,9.650162,0.000000
long_top5_buys,194,2023-11-21,9.442538,-0.021515
long_top5_buys,195,2023-11-23,9.716842,0.000000
long_top5_buys,196,2023-11-27,9.930093,0.000000
long_top5_buys,197,2023-11-27,10.148024,0.000000
long_top5_buys,198,2023-11-27,10.370737,0.000000
long_top5_buys,199,2023-11-27,12.325102,0.000000
long_top5_buys,200,2023-11-28,12.617003,0.000000
long_top5_buys,201,2023-12-01,12.709031,0.000000
long_top5_buys,202,2023-12-03,13.373231,0.000000
long_top5_buys,203,2023-12-03,14.072143,0.000000
long_top5_buys,204,2023-12-03,14.807582,0.000000
long_top5_buys,205,2023-12-03,15.581456,0.000000
long_top5_buys,206,2023-12-14,13.339189,-0.143906
long_top5_buys,207,2023-12-15,13.619820,-0.125896
long_top5_buys,208,2023-12-15,11.349648,-0.271593
long_top5_buys,209,2023-12-15,13.228822,-0.150989
long_top5_buys,210,2023-12-21,10.769859,-0.308803
long_top5_buys,211,2023-12-22,13.563212,-0.129529
long_top5_buys,212,2023-12-26,13.485042,-0.134545
long_top5_buys,213,2023-12-26,13.407321,-0.139533
long_top5_buys,214,2023-12-28,16.961581,0.000000
long_top5_buys,215,2023-12-28,12.793007,-0.245766
long_top5_buys,216,2024-01-05,14.867060,-0.123486
long_top5_buys,217,2024-01-05,20.621434,0.000000
long_top5_buys,218,2024-01-05,23.964663,0.000000
long_top5_buys,219,2024-01-08,18.635416,-0.222379
long_top5_buys,220,2024-01-16,18.665443,-0.221126
long_top5_buys,221,2024-01-16,15.970597,-0.333577
long_top5_buys,222,2024-01-17,14.811876,-0.381928
long_top5_buys,223,2024-01-17,13.737225,-0.426772
long_top5_buys,224,2024-01-17,12.740543,-0.468361
long_top5_buys,225,2024-01-17,11.816173,-0.506933
long_top5_buys,226,2024-01-17,13.195601,-0.449373
long_top5_buys,227,2024-01-17,12.238215,-0.489322
long_top5_buys,228,2024-01-17,11.350291,-0.526374
long_top5_buys,229,2024-01-17,10.526789,-0.560737
long_top5_buys,230,2024-01-17,9.763035,-0.592607
long_top5_buys,231,2024-01-17,9.814231,-0.590471
long_top5_buys,232,2024-01-17,9.102175,-0.620183
