event_id,ticker,event_date,control_event_id,control_event_date,bhar_5d_event,bhar_21d_event,bhar_63d_event
53,MSFT,2023-04-14,2290,2023-02-13,-0.0006977227409379,0.080164938192069,0.1137844290796734
54,NVDA,2024-02-01,147,2023-02-17,0.0862965531022543,0.3051688322936905,0.3260886104552951
55,AMZN,2024-02-01,241,2023-03-28,0.047655731820468,0.0676720813549982,0.1241522553903962
56,NVDA,2025-08-25,1744,2025-07-17,-0.0467954741286278,-0.0475893332335212,-0.033735536700394
57,NVDA,2025-08-25,2184,2025-07-21,-0.0467954741286278,-0.0475893332335212,-0.033735536700394
58,TSLA,2023-08-07,2297,2023-01-03,-0.040721755167197,0.0118311972955141,-0.0930916995285879
59,AMZN,2023-08-07,385,2022-07-06,-0.0058330897197275,-0.0382730990118063,0.0066884198538881
60,NVDA,2025-08-28,983,2025-03-28,-0.0703974740544708,-0.0161994601939832,-0.0497497861650662
61,GOOGL,2025-08-28,141,2025-08-19,0.1129651755568907,0.1285878239708131,0.4628118636469305
62,TSLA,2023-07-21,2176,2022-12-15,0.0142079018610428,-0.0821339233042015,-0.0998681466694949
63,MSFT,2023-10-26,2272,2023-04-26,0.0181674412766839,0.0553935611340936,0.0564604002441135
64,GOOGL,2023-10-26,184,2023-08-18,-0.0015328631411175,0.0139185744901499,0.0597564712264671
65,TSLA,2023-10-26,216,2023-04-19,0.0178252971663344,0.045720138740718,-0.2677155078066446
66,SOFI,2025-09-12,255,2025-08-20,0.0991208596942418,0.0108620852577003,-0.0316315185699702
67,NVDA,2025-09-12,1016,2025-02-28,-0.0188342289344842,0.047688380155564,-0.033671036435521
68,NFLX,2026-03-04,279,2026-02-24,-0.0253678513312904,0.0401513337192933,-0.1989252411774341
69,NVDA,2025-08-21,469,2024-08-29,0.0086236620743511,-0.0027627086027199,0.0205110719088508
70,MSFT,2025-08-21,1180,2025-07-31,-0.0103276502798073,-0.0318934531271506,-0.0794514645547305
71,DIS,2026-02-12,924,2025-05-21,0.0192785493399265,-0.0183687138050621,-0.0679587804021433
72,UBER,2025-07-15,2180,2025-07-08,-0.0153561841269791,-0.0515331431316067,-0.0484156229462122
73,NFLX,2023-04-18,11,2023-02-10,-0.0137853805429644,0.0162967913643172,0.3281539283331758
74,NFLX,2023-04-18,2153,2022-10-19,-0.0137853805429644,0.0162967913643172,0.3281539283331758
75,GOOGL,2023-04-18,495,2022-05-26,0.0134077371703583,0.1539009843990435,0.0647096198250756
76,NVDA,2024-02-22,2214,2023-11-27,0.00616563488149,0.1704028079985655,0.1617815285910895
77,MSFT,2026-03-06,1889,2026-03-03,-0.0177841355594383,-0.0727717070824622,-0.1161883618200381
78,AMZN,2026-03-06,954,2026-02-20,-0.0109774440892559,0.0195212309735832,0.1599480625203402
79,DIS,2024-08-09,485,2023-09-01,-0.0041581875396208,-0.0042409058278101,0.0266308977076528
80,PYPL,2025-09-17,1910,2024-10-29,-0.016768650647386,-0.0424461546102703,-0.136896794062684
81,META,2025-09-17,323,2025-07-28,-0.0244455381742654,-0.0864266888545634,-0.1843140189262032
82,DIS,2023-09-15,1653,2023-01-26,-0.021388025184085,0.0180514401224198,0.0366675042720883
83,AAPL,2023-09-15,312,2023-02-03,0.027950904636817,0.0377312252142496,0.0688875601853125
84,GOOGL,2025-07-25,1423,2024-09-06,0.0031758326807213,0.0708238190111107,0.2539191955256696
85,NVDA,2023-07-24,102,2023-02-25,0.0395495017474949,0.0590076221435608,-0.0028073544905927
86,NVDA,2023-07-24,337,2023-07-14,0.0395495017474949,0.0590076221435608,-0.0028073544905927
87,GOOGL,2025-08-20,332,2024-12-30,0.0275872215366594,0.236101531060449,0.3902270381234112
88,META,2026-02-24,1593,2026-01-03,0.0348963202113391,-0.02686269803807,-0.1175435488117672
89,GOOGL,2023-03-17,1650,2023-01-26,0.0228213687213414,-0.0337633301200519,0.084571928251381
90,GOOGL,2023-03-17,494,2022-05-26,0.0228213687213414,-0.0337633301200519,0.084571928251381
91,AAPL,2023-03-17,2276,2022-10-12,0.0191014405734317,0.0118957499011278,0.0636475071520987
92,AAPL,2023-03-17,2233,2022-11-02,0.0191014405734317,0.0118957499011278,0.0636475071520987
93,NFLX,2023-03-17,805,2022-10-11,0.0672402159658565,0.0374015091347268,0.2922266429497548
94,NVDA,2023-03-17,2304,2022-11-14,0.0262020018927453,0.0133865704163249,0.528689245560553
95,MSFT,2023-07-21,268,2023-05-12,-0.026190867646741,-0.0332978696988288,0.0194444427667113
96,NVDA,2023-07-21,228,2023-07-14,0.0446080366523413,0.088384040536827,0.0038666166432642
97,NVDA,2023-11-23,325,2023-08-23,-0.0295074955284764,-0.017381783075268,0.5295240599579956
98,AAPL,2023-11-23,272,2023-09-14,-0.0016609392322179,-0.0327183292927464,-0.1553228472899422
99,MSFT,2023-11-23,2294,2023-11-20,-0.0160828731302947,-0.0562708623482436,-0.0362981998787645
100,NVDA,2025-08-13,587,2025-01-27,-0.0235742502870746,-0.0401198157215666,0.0017434790021939
101,NVDA,2025-08-13,109,2025-08-07,-0.0235742502870746,-0.0401198157215666,0.0017434790021939
102,NVDA,2023-02-25,345,2023-02-22,-0.0146908367658755,0.1255323039344988,0.5974143590438385
103,NFLX,2023-02-25,2309,2023-01-31,-0.0509987777624595,0.0030762043662131,0.1128206865982459
104,MSFT,2023-02-25,1755,2023-02-14,0.0098766637526797,0.101775281220537,0.2735439605744159
105,AMZN,2023-02-25,1192,2022-10-29,-0.0170528216820688,0.0386753186107171,0.2209632307587103
106,GOOGL,2023-02-25,494,2022-05-26,0.0415825603062927,0.1257385185364605,0.3264848304990504
107,TSLA,2023-01-26,2168,2022-11-14,0.1449831141994126,0.3128452261378194,-0.0233133940966047
108,TSLA,2023-01-26,2251,2022-09-20,0.1449831141994126,0.3128452261378194,-0.0233133940966047
109,NVDA,2025-08-07,316,2025-07-15,-0.0131721884748301,-0.0951512845729636,0.0052740032356712
110,TSLA,2024-01-25,239,2023-04-21,0.0317152531268396,0.0550240102241121,-0.103054493793032
111,AMZN,2026-02-18,1626,2026-02-09,0.0185700263423527,0.0579845533600577,0.2344773791826098
112,META,2026-02-18,1951,2026-01-01,0.006281652168796,-0.0173703894218862,-0.1250993001215801
113,MSFT,2024-08-02,436,2024-03-22,-0.0062156595804029,-0.0318595953139324,-0.0737856878941972
114,NVDA,2025-07-16,2187,2024-08-22,-0.0194468826787928,0.028936615596854,-0.0132401601370635
115,NVDA,2025-07-16,752,2024-07-26,-0.0194468826787928,0.028936615596854,-0.0132401601370635
116,AMD,2025-07-16,1400,2025-02-01,-0.0249371061398813,0.0971627011292743,0.2985479967164199
117,NVDA,2024-02-08,54,2024-02-01,0.0359173132933243,0.2057100609255935,0.2273191062294857
118,GOOGL,2024-02-08,2307,2023-01-31,-0.0289251085787715,-0.082480858452772,0.1177368522490998
119,AMD,2023-01-26,1576,2022-12-31,0.1452379292763004,0.0653746604751821,0.1405705299219881
120,TSLA,2023-07-05,15,2023-06-16,-0.0436572027856011,-0.0948737001511556,-0.0820129476457203
121,GOOGL,2023-07-05,267,2023-05-12,-0.0296840286315231,0.0421451674059816,0.1329732796841458
122,MSFT,2023-07-07,2101,2023-05-26,-0.0006842045017998,-0.0488119230061526,-0.0223341798519173
123,AAPL,2023-07-07,2150,2023-04-14,-0.0244144049651688,-0.0897684708893539,-0.0528420888188578
124,AMZN,2023-07-07,2199,2022-12-01,0.0132892504257711,0.0681268526846252,-0.0008113524940616
125,GOOGL,2023-07-07,233,2023-04-25,0.0252482907865871,0.0731258191007682,0.1591051348612218
126,GOOGL,2025-08-19,936,2025-03-06,0.0192711953942885,0.2163645754616017,0.3719618960751369
127,NVDA,2025-08-28,2004,2024-08-06,-0.0703974740544708,-0.0161994601939832,-0.0497497861650662
128,GOOGL,2025-08-28,965,2024-10-11,0.1129651755568907,0.1285878239708131,0.4628118636469305
129,GOOGL,2025-09-04,997,2025-07-09,0.0225551009328377,0.0233141857969698,0.3206812976784206
130,AAPL,2023-03-31,1001,2022-10-02,-0.017941898299121,0.0185321584579649,0.0806919247151884
131,AMZN,2023-02-02,407,2022-08-19,-0.1066769758814261,-0.140156845912838,-0.0546700021718219
132,PYPL,2025-09-03,1910,2024-10-29,-0.0705957177581606,-0.0526585626041307,-0.1563345650049303
133,AAPL,2025-09-03,1612,2024-11-23,-0.0621365230169521,0.0357854848694381,0.1396332400696136
134,TSLA,2023-11-06,223,2023-04-28,0.0099204475567968,0.0478980316842738,-0.2924044174203987
135,NVDA,2025-07-16,1481,2024-08-29,-0.0194468826787928,0.028936615596854,-0.0132401601370635
136,AMD,2026-02-22,2091,2025-08-06,0.0044275274659517,0.0847996668687379,1.175242524098484
137,AMD,2026-02-22,625,2025-09-25,0.0044275274659517,0.0847996668687379,1.175242524098484
138,PYPL,2025-08-19,321,2025-07-28,0.0080030317614521,-0.0427641586410211,-0.1469956516816778
139,PYPL,2025-08-19,976,2025-07-29,0.0080030317614521,-0.0427641586410211,-0.1469956516816778
140,SOFI,2025-08-19,196,2025-08-18,0.117792040184147,0.2005158913003066,0.1452687693717327
141,GOOGL,2025-08-19,1032,2025-02-08,0.0192711953942885,0.2163645754616017,0.3719618960751369
142,AAPL,2023-09-22,1074,2023-06-26,-0.0136511545811528,0.012899551443321,0.0125788871280669
143,AMZN,2023-09-22,12,2023-06-16,-0.0086588095661447,0.0033139284715487,0.0887676685882286
144,GOOGL,2023-09-22,1650,2023-01-26,0.0115138697225956,0.071124905652664,-0.024601508253822
145,TSLA,2023-09-22,2055,2023-09-11,0.028637182855385,-0.1108027373418607,-0.0633976354215142
146,TSLA,2023-09-22,58,2023-08-07,0.028637182855385,-0.1108027373418607,-0.0633976354215142
147,NVDA,2023-02-17,2304,2022-11-14,0.1221938999244877,0.2419118031108951,0.4301857957954611
148,AMD,2026-02-25,1345,2025-11-04,-0.0301159230964486,0.0331698296522594,1.0389290260646196
149,NVDA,2026-03-12,654,2025-11-01,-0.0156096934149646,0.0007894995133104,0.1155775028176162
150,AMD,2025-08-14,307,2025-08-11,-0.0807000411618106,-0.1341132680034675,0.3682032579010197
151,NVDA,2025-08-22,1713,2025-02-22,-0.0210029037578359,-0.0280595859118,0.000953695385496
152,MSFT,2024-08-12,436,2024-03-22,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
153,MSFT,2024-08-12,402,2023-10-20,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
154,MSFT,2024-08-12,761,2024-07-20,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
155,MSFT,2024-08-12,730,2024-01-31,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
156,MSFT,2024-08-12,2294,2023-11-20,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
157,MSFT,2024-08-12,1225,2024-03-29,-0.0113416567474342,0.0021092177828982,-0.0846412531260194
158,TSLA,2025-09-15,929,2024-12-29,0.0471756786835131,0.0420495131470255,0.0848981460487712
159,TSLA,2025-09-15,1035,2025-02-08,0.0471756786835131,0.0420495131470255,0.0848981460487712
160,NVDA,2025-09-15,1670,2025-02-01,0.0211979217048194,0.0080518050807361,-0.0497110640135188
161,NVDA,2025-09-15,334,2025-08-12,0.0211979217048194,0.0080518050807361,-0.0497110640135188
162,AMD,2025-08-05,2077,2025-06-13,-0.0197689929556399,-0.1055061279909093,0.3983975697354569
163,GOOGL,2025-08-05,1278,2024-07-23,0.0210963645807955,0.1596215126455373,0.3675544864259887
164,AMZN,2025-08-05,984,2025-03-28,0.0126763557412572,0.06891641151336,0.0971141609610608
165,MSFT,2026-03-09,596,2025-10-07,-0.0094834936335354,-0.0850741677623099,-0.1076641560306143
166,MSFT,2026-03-09,232,2026-02-19,-0.0094834936335354,-0.0850741677623099,-0.1076641560306143
167,AMZN,2024-01-05,231,2023-02-16,0.0458615923760785,0.1089307439403679,0.1630522194966583
168,MSFT,2024-09-20,387,2024-04-26,-0.022322644441736,-0.0649498752938801,-0.0253589657164501
169,NVDA,2023-12-15,14,2023-06-16,-0.0104318885839052,0.1528151456996913,0.7264038902296059
170,TSLA,2023-08-04,269,2023-05-12,-0.0415621105528561,0.0049214069901235,-0.1067293953790631
171,NVDA,2023-08-04,217,2023-04-19,-0.0830126113908188,0.0811328395199459,0.0063251593444363
172,AMD,2025-08-05,608,2024-08-01,-0.0197689929556399,-0.1055061279909093,0.3983975697354569
173,AMD,2025-08-05,1936,2024-12-10,-0.0197689929556399,-0.1055061279909093,0.3983975697354569
174,GOOGL,2025-08-05,739,2024-08-16,0.0210963645807955,0.1596215126455373,0.3675544864259887
175,AMZN,2025-08-05,1021,2025-02-14,0.0126763557412572,0.06891641151336,0.0971141609610608
176,UBER,2026-03-03,2258,2025-09-25,-0.0477532541219287,-0.0266468368965291,-0.1158217708824913
177,MSFT,2023-01-25,2240,2022-09-30,0.0243526812718497,0.048294522878753,0.2167922071430363
178,NVDA,2025-07-19,752,2024-07-26,0.0183401225746453,0.0072988664992021,0.0095666836764296
179,AMD,2025-08-05,1325,2024-12-14,-0.0197689929556399,-0.1055061279909093,0.3983975697354569
180,AMD,2025-08-05,608,2024-08-01,-0.0197689929556399,-0.1055061279909093,0.3983975697354569
181,NVDA,2025-08-17,738,2024-08-16,-0.0107968472055454,-0.0890244602022447,-0.0025090239908112
182,SHOP,2023-08-18,229,2023-02-16,,,
183,NVDA,2023-08-18,217,2023-04-19,0.0548463628898003,-0.0126173380780651,0.1077529043385217
184,GOOGL,2023-08-18,1580,2023-02-26,0.011036772542996,0.0652020844314744,0.0392049032962944
185,MSFT,2023-08-18,2101,2023-05-26,0.0125887578663073,0.02065001146146,0.1559251602946483
186,DIS,2023-02-08,799,2022-11-17,-0.0308322820556163,-0.1026634352561334,-0.1043813827631489
187,NVDA,2025-07-25,2169,2024-08-28,0.0254085559604169,0.0279400242298482,-0.0073533999149286
188,AMZN,2023-04-27,2199,2022-12-01,-0.0353434046479045,0.0752463512125496,0.0918371254399121
189,NVDA,2025-07-16,2009,2024-11-09,-0.0194468826787928,0.028936615596854,-0.0132401601370635
190,MSFT,2026-03-10,1071,2025-04-11,-0.006213433810827,-0.0873383032487313,-0.1005274964116674
191,MSFT,2026-03-10,1299,2025-11-25,-0.006213433810827,-0.0873383032487313,-0.1005274964116674
192,MSFT,2023-09-25,287,2023-07-28,0.0247984725607036,0.0608052126732536,0.0817534617525361
193,AMD,2025-08-10,720,2025-01-09,0.0108000530537453,-0.0995658919908297,0.2975417306807366
194,NVDA,2025-08-10,1713,2025-02-22,-0.0118799505582161,-0.0515968574418576,-0.0245333113152999
195,PYPL,2025-08-18,1910,2024-10-29,0.0005712388828772,-0.0377730096598462,-0.1440495835053541
196,SOFI,2025-08-18,1438,2025-04-29,0.0805309961900362,0.0954138892039708,0.1007627620337388
197,GOOGL,2025-08-18,1068,2025-04-11,0.0258113301771996,0.202603204520799,0.3120942938819127
198,AMD,2025-08-11,322,2025-07-28,0.0108000530537453,-0.0995658919908297,0.2975417306807366
199,AMD,2025-08-11,2330,2024-11-02,0.0108000530537453,-0.0995658919908297,0.2975417306807366
200,AMD,2025-08-11,1937,2024-12-10,0.0108000530537453,-0.0995658919908297,0.2975417306807366
201,AMD,2025-08-11,1288,2024-12-28,0.0108000530537453,-0.0995658919908297,0.2975417306807366
202,NVDA,2025-08-11,911,2024-12-20,-0.0118799505582161,-0.0515968574418576,-0.0245333113152999
203,NVDA,2025-08-11,1971,2024-07-12,-0.0118799505582161,-0.0515968574418576,-0.0245333113152999
204,UBER,2026-03-19,1197,2025-12-02,-0.0439538824105119,-0.0485398076205694,-0.1366203836325186
205,UBER,2026-03-19,1944,2025-11-06,-0.0439538824105119,-0.0485398076205694,-0.1366203836325186
206,AAPL,2024-01-18,37,2023-09-08,0.0051509948896659,-0.0805831391531839,-0.1649166118800658
207,AAPL,2024-01-18,245,2023-11-17,0.0051509948896659,-0.0805831391531839,-0.1649166118800658
208,NVDA,2024-01-18,2212,2023-11-27,0.0547559171215579,0.2232136452511368,0.4311527467495357
209,GOOGL,2024-01-18,16,2024-01-08,0.0342562664319952,-0.0689416353660995,0.0357394457065456
210,PYPL,2023-08-06,310,2023-08-05,-0.0120828464480793,-0.0151853276046153,-0.097010463873648
211,AMD,2026-02-09,388,2025-09-22,-0.0438193373642082,-0.0263220612882095,1.0557678537491475
212,AMD,2026-02-09,870,2025-12-31,-0.0438193373642082,-0.0263220612882095,1.0557678537491475
213,AMD,2026-02-09,1400,2025-02-01,-0.0438193373642082,-0.0263220612882095,1.0557678537491475
214,NVDA,2026-02-09,2224,2025-11-11,-0.0106830826991745,0.0043430785851131,0.0865068555325092
215,NVDA,2025-08-11,609,2024-08-01,-0.0118799505582161,-0.0515968574418576,-0.0245333113152999
216,TSLA,2023-04-19,2017,2022-12-15,-0.1250085216212113,-0.0327787458135254,0.3598750284515986
217,NVDA,2023-04-19,1870,2023-03-21,-0.0112921251881247,0.1218616145391497,0.5339903527665317
218,PYPL,2025-08-24,321,2025-07-28,0.0001139454862032,-0.0551663479115716,-0.1548425993065233
219,NFLX,2023-03-24,2203,2022-11-18,0.0175754803561345,-0.0438859582252914,0.1723710088826635
220,AAPL,2023-04-28,2236,2022-11-02,0.0308597513898468,0.0361356486426305,0.0546388590713247
221,AAPL,2023-04-28,2202,2022-11-18,0.0308597513898468,0.0361356486426305,0.0546388590713247
222,AMZN,2023-04-28,1871,2022-11-04,0.0099256035990157,0.1435041899027069,0.1629793707453164
223,TSLA,2023-04-28,2171,2023-04-20,0.0429289020949487,0.2140532137610258,0.522863749773647
224,GOOGL,2025-08-31,1012,2025-02-28,0.1191083141104953,0.1128704377545606,0.4258113585658094
225,AAPL,2023-04-07,2236,2022-11-02,0.0091786901674983,0.0568899455460751,0.0781678456641117
226,NVDA,2025-08-27,1362,2025-03-01,-0.0585864590635383,-0.0450508535949384,-0.0675584383006955
227,NVDA,2025-08-27,744,2025-01-25,-0.0585864590635383,-0.0450508535949384,-0.0675584383006955
228,NVDA,2023-07-14,217,2023-04-19,-0.0319669308994007,-0.0351359582617923,0.0639086070186946
229,SHOP,2023-02-16,1864,2023-01-08,,,
230,META,2023-02-16,478,2022-02-17,0.0172584443895037,0.1790559393373733,0.4007738844532655
231,AMZN,2023-02-16,385,2022-07-06,-0.0182299055403299,0.0274492847349407,0.173031151259037
232,MSFT,2026-02-19,1536,2026-02-05,0.0011396628492861,0.0082400876776665,-0.0705090911979886
233,GOOGL,2023-04-25,2183,2023-02-28,0.0024331171749123,0.1518415501221708,0.1188843931695107
234,NFLX,2026-03-10,944,2026-01-05,-0.0171781929133451,0.0459395900902359,-0.1959329011981495
235,UBER,2026-02-07,1197,2025-12-02,-0.0297358896429139,0.0397326264688262,-0.0379528636996482
236,MSFT,2026-02-24,265,2026-02-21,0.0485934549990446,-0.0043624641680828,-0.0412377858067141
237,MSFT,2026-02-24,1707,2025-08-02,0.0485934549990446,-0.0043624641680828,-0.0412377858067141
238,TSLA,2023-04-21,2166,2022-11-14,-0.0137133974175099,0.1281246292631297,0.523890995267223
239,TSLA,2023-04-21,108,2023-01-26,-0.0137133974175099,0.1281246292631297,0.523890995267223
240,AMC,2023-03-28,,,-0.2738150496406755,0.0002259730042386,-0.2508963299478732
241,AMZN,2023-03-28,1594,2022-10-30,0.0359661960048494,0.0868781626309271,0.2198188954390605
242,AMZN,2023-03-28,1192,2022-10-29,0.0359661960048494,0.0868781626309271,0.2198188954390605
243,AMZN,2023-03-28,231,2023-02-16,0.0359661960048494,0.0868781626309271,0.2198188954390605
244,DIS,2023-11-17,186,2023-02-08,0.0026481443528865,-0.0567068573595979,0.0398809437955016
245,AAPL,2023-11-17,271,2023-09-14,-0.0076586821728703,-0.0194013761754638,-0.1450732198881127
246,AAPL,2025-09-13,1607,2025-01-30,0.0701060052261073,0.0419929294915595,0.1423977298175329
247,TSLA,2023-07-19,1991,2022-10-25,-0.0930726721614564,-0.2057969225134309,-0.0862519230900851
248,META,2026-03-08,1951,2026-01-01,-0.0163478493711436,-0.0525968277890728,-0.1441038026709291
249,MSFT,2024-02-12,177,2023-01-25,-0.0198122970562869,-0.0284583143369434,-0.0448788542704944
250,MSFT,2023-03-08,2290,2023-02-13,0.070440210947559,0.1197296527280786,0.2040986451195887
251,MSFT,2024-10-02,498,2024-01-13,-0.0137644630591344,-0.0254564184788657,-0.0257139635493592
252,NVDA,2025-08-11,1015,2025-02-28,-0.0118799505582161,-0.0515968574418576,-0.0245333113152999
253,PYPL,2025-08-20,1252,2024-10-05,0.0097091709016809,-0.0409300361004154,-0.1456996536080559
254,NVDA,2025-08-20,911,2024-12-20,0.0219958354420899,-0.0356891649749606,-0.0032599910137274
255,SOFI,2025-08-20,1438,2025-04-29,0.0949961021660548,0.2674042499348152,0.1278886738797537
256,AMD,2025-08-20,162,2025-08-05,-0.0016691126791112,-0.0902625125084639,0.3567094558731978
257,AMD,2025-08-27,1410,2025-02-11,-0.0358020704079522,-0.0722210769953329,0.1865526102679748
258,NVDA,2025-08-27,707,2024-08-30,-0.0585864590635383,-0.0450508535949384,-0.0675584383006955
259,AAPL,2023-06-09,2235,2022-11-02,-0.0041515320048548,0.0073337961387884,-0.0545277900506093
260,AAPL,2023-06-09,91,2023-03-17,-0.0041515320048548,0.0073337961387884,-0.0545277900506093
261,AMZN,2023-06-09,105,2023-02-25,-0.0093454276180164,0.0183589637783911,0.1123370225714341
262,GOOGL,2023-06-09,75,2023-04-18,-0.0153993326311447,-0.0683492984779543,0.0731584475571207
263,MSFT,2026-02-21,1522,2026-01-30,0.0307747223021974,0.0096818212427528,-0.0368354206117282
264,MSFT,2026-02-21,1299,2025-11-25,0.0307747223021974,0.0096818212427528,-0.0368354206117282
265,MSFT,2026-02-21,1522,2026-01-30,0.0307747223021974,0.0096818212427528,-0.0368354206117282
266,TSLA,2023-04-28,108,2023-01-26,0.0429289020949487,0.2140532137610258,0.522863749773647
267,GOOGL,2023-05-12,674,2022-06-06,0.0275968958463337,-0.0071275157249588,0.0248337147714892
268,MSFT,2023-05-12,1649,2023-01-26,0.015498943688081,0.0234048760848979,-0.0417055194797275
269,TSLA,2023-05-12,1991,2022-10-25,0.0553093245457132,0.4792135495898775,0.334539374463999
270,TSLA,2023-05-12,2299,2023-03-02,0.0553093245457132,0.4792135495898775,0.334539374463999
