event_id,ticker,data_ticker,creator,title,published_at,event_timestamp_utc,event_date,days_from_now,yfinance_intraday_eligible,reason
66,META,META,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,2026-02-16,84,False,outside yfinance intraday lookback window (>60 days)
67,PYPL,PYPL,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,2026-02-16,84,False,outside yfinance intraday lookback window (>60 days)
69,PYPL,PYPL,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,2026-02-16,84,False,outside yfinance intraday lookback window (>60 days)
519,MSFT,MSFT,Best of Us Investors,"AMZN, GOOG, META, MSFT - AI Race - Separating Winners/ Losers",2026-01-26T13:01:46Z,2026-01-26T13:01:46Z,2026-01-26,105,False,outside yfinance intraday lookback window (>60 days)
176,TSLA,TSLA,Graham Stephan,I Bought The CHEAPEST Tesla Model X In America!,2026-01-12T20:45:00Z,2026-01-12T20:45:00Z,2026-01-12,119,False,outside yfinance intraday lookback window (>60 days)
95,TSLA,TSLA,Graham Stephan,I Sold Tesla Stock To Buy A Tesla Roadster!,2025-12-21T16:56:20Z,2025-12-21T16:56:20Z,2025-12-21,141,False,outside yfinance intraday lookback window (>60 days)
96,TSLA,TSLA,Graham Stephan,I Just Bought The CHEAPEST Tesla Model X In The Country!,2025-12-17T21:15:07Z,2025-12-17T21:15:07Z,2025-12-17,145,False,outside yfinance intraday lookback window (>60 days)
298,AMD,AMD,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,2025-12-09,153,False,outside yfinance intraday lookback window (>60 days)
299,NFLX,NFLX,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,2025-12-09,153,False,outside yfinance intraday lookback window (>60 days)
300,NVDA,NVDA,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,2025-12-09,153,False,outside yfinance intraday lookback window (>60 days)
516,NVDA,NVDA,Ticker Symbol: YOU,IT'S OVER! I Can't Stay Quiet on GOOGLE vs NVIDIA Any Longer,2025-12-04T19:44:13Z,2025-12-04T19:44:13Z,2025-12-04,158,False,outside yfinance intraday lookback window (>60 days)
404,NVDA,NVDA,Everything Money,"When Nvidia Hits This Price, I’m BUYING HEAVY!",2025-11-11T10:54:01Z,2025-11-11T10:54:01Z,2025-11-11,181,False,outside yfinance intraday lookback window (>60 days)
127,UBER,UBER,STOCK UP! with LARRY JONES,Market Sell-Off...Where MILLIONAIRES Are Made‼️💰,2025-11-06T20:48:16Z,2025-11-06T20:48:16Z,2025-11-06,186,False,outside yfinance intraday lookback window (>60 days)
126,COIN,COIN,STOCK UP! with LARRY JONES,CRYPTO Stock...I'm BUYING Here‼️,2025-11-05T20:58:21Z,2025-11-05T20:58:21Z,2025-11-05,187,False,outside yfinance intraday lookback window (>60 days)
101,AAPL,AAPL,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,2025-10-30,193,False,outside yfinance intraday lookback window (>60 days)
103,AMZN,AMZN,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,2025-10-30,193,False,outside yfinance intraday lookback window (>60 days)
100,NVDA,NVDA,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,2025-10-30,193,False,outside yfinance intraday lookback window (>60 days)
87,AAPL,AAPL,Dumb Money Live,Time to take profits or double down?,2025-10-29T17:53:04Z,2025-10-29T17:53:04Z,2025-10-29,194,False,outside yfinance intraday lookback window (>60 days)
85,GOOGL,GOOGL,Dumb Money Live,Time to take profits or double down?,2025-10-29T17:53:04Z,2025-10-29T17:53:04Z,2025-10-29,194,False,outside yfinance intraday lookback window (>60 days)
281,AMZN,AMZN,Financial Education,AMD is about to do the UNTHINKABLE‼️,2025-10-20T23:11:11Z,2025-10-20T23:11:11Z,2025-10-20,203,False,outside yfinance intraday lookback window (>60 days)
442,GOOGL,GOOGL,Everything Money,3 Highest Potential Stocks Everybody is Missing (Top Stocks to Buy Now?),2025-09-25T09:54:01Z,2025-09-25T09:54:01Z,2025-09-25,228,False,outside yfinance intraday lookback window (>60 days)
94,TSLA,TSLA,Graham Stephan,"Buying a Tesla Made Me $200,000",2025-09-01T19:00:03Z,2025-09-01T19:00:03Z,2025-09-01,252,False,outside yfinance intraday lookback window (>60 days)
414,UBER,UBER,Everything Money,"If You Missed Nvidia, This Stock Is Next! (Get in Early)",2025-08-14T09:54:00Z,2025-08-14T09:54:00Z,2025-08-14,270,False,outside yfinance intraday lookback window (>60 days)
265,AAPL,AAPL,Financial Education,"Sofi, PayPal & FUBO Shareholders DO THIS IMMEDIATELY 😳",2025-07-29T20:28:10Z,2025-07-29T20:28:10Z,2025-07-29,286,False,outside yfinance intraday lookback window (>60 days)
263,AMD,AMD,Financial Education,"Sofi, PayPal & FUBO Shareholders DO THIS IMMEDIATELY 😳",2025-07-29T20:28:10Z,2025-07-29T20:28:10Z,2025-07-29,286,False,outside yfinance intraday lookback window (>60 days)
400,AMZN,AMZN,Everything Money,Investment Manager Reacts to TikTok Financial Advice,2025-06-02T09:54:00Z,2025-06-02T09:54:00Z,2025-06-02,343,False,outside yfinance intraday lookback window (>60 days)
80,TSLA,TSLA,Sasha Yanshin,Elon Musk Is Trying To BUY OpenAI,2025-02-11T18:47:08Z,2025-02-11T18:47:08Z,2025-02-11,454,False,outside yfinance intraday lookback window (>60 days)
82,TSLA,TSLA,Sasha Yanshin,Elon Musk Is Trying To BUY OpenAI,2025-02-11T18:47:08Z,2025-02-11T18:47:08Z,2025-02-11,454,False,outside yfinance intraday lookback window (>60 days)
146,AAPL,AAPL,Ale's World of Stocks,Warren Buffett Just Bought These NEW Stocks Instead of Apple! 👀,2024-12-29T13:00:46Z,2024-12-29T13:00:46Z,2024-12-29,498,False,outside yfinance intraday lookback window (>60 days)
235,AMZN,AMZN,HyperChange,"Palantir, Airbnb, Tesla & Robinhood schemin with Amit 🤓",2024-10-28T21:48:48Z,2024-10-28T21:48:48Z,2024-10-28,560,False,outside yfinance intraday lookback window (>60 days)
108,TSLA,TSLA,Financial Education,Elon Musk & Tesla Just Shocked The World🤯,2024-10-23T23:48:44Z,2024-10-23T23:48:44Z,2024-10-23,565,False,outside yfinance intraday lookback window (>60 days)
371,AMZN,AMZN,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-08-22T19:13:52Z,2024-08-22T19:13:52Z,2024-08-22,627,False,outside yfinance intraday lookback window (>60 days)
368,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-08-22T19:13:52Z,2024-08-22T19:13:52Z,2024-08-22,627,False,outside yfinance intraday lookback window (>60 days)
185,MSFT,MSFT,Ticker Symbol: YOU,The REAL Reason Stocks Like Nvidia Are Crashing (DO THIS NOW),2024-08-06T15:27:52Z,2024-08-06T15:27:52Z,2024-08-06,643,False,outside yfinance intraday lookback window (>60 days)
188,NVDA,NVDA,Ticker Symbol: YOU,The REAL Reason Stocks Like Nvidia Are Crashing (DO THIS NOW),2024-08-06T15:27:52Z,2024-08-06T15:27:52Z,2024-08-06,643,False,outside yfinance intraday lookback window (>60 days)
278,AAPL,AAPL,New Money,Warren Buffett Just Sold $75 Billion Worth of Stock,2024-08-06T13:43:50Z,2024-08-06T13:43:50Z,2024-08-06,643,False,outside yfinance intraday lookback window (>60 days)
152,TSLA,TSLA,Ale's World of Stocks,"Earnings Weekly Recap! - Tesla, Google, Verizon, GM, & More!!",2024-07-27T14:24:01Z,2024-07-27T14:24:01Z,2024-07-27,653,False,outside yfinance intraday lookback window (>60 days)
157,AMD,AMD,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,2024-07-12,668,False,outside yfinance intraday lookback window (>60 days)
154,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,2024-07-12,668,False,outside yfinance intraday lookback window (>60 days)
156,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,2024-07-12,668,False,outside yfinance intraday lookback window (>60 days)
375,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,2024-06-07,703,False,outside yfinance intraday lookback window (>60 days)
376,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,2024-06-07,703,False,outside yfinance intraday lookback window (>60 days)
377,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,2024-06-07,703,False,outside yfinance intraday lookback window (>60 days)
267,AAPL,AAPL,New Money,Warren Buffett is Selling His Largest Stock.,2024-05-06T15:16:23Z,2024-05-06T15:16:23Z,2024-05-06,735,False,outside yfinance intraday lookback window (>60 days)
269,AAPL,AAPL,New Money,Warren Buffett is Selling His Largest Stock.,2024-05-06T15:16:23Z,2024-05-06T15:16:23Z,2024-05-06,735,False,outside yfinance intraday lookback window (>60 days)
227,TSLA,TSLA,HyperChange,Tesla FSD V12 is a “ChatGPT Moment”,2024-04-25T00:17:39Z,2024-04-25T00:17:39Z,2024-04-25,746,False,outside yfinance intraday lookback window (>60 days)
220,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,2024-04-23,748,False,outside yfinance intraday lookback window (>60 days)
221,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,2024-04-23,748,False,outside yfinance intraday lookback window (>60 days)
225,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,2024-04-23,748,False,outside yfinance intraday lookback window (>60 days)
313,TSLA,TSLA,New Money,The Stock Market is 'Priced to Insanity'.,2024-03-17T12:29:26Z,2024-03-17T12:29:26Z,2024-03-17,785,False,outside yfinance intraday lookback window (>60 days)
314,TSLA,TSLA,New Money,The Stock Market is 'Priced to Insanity'.,2024-03-17T12:29:26Z,2024-03-17T12:29:26Z,2024-03-17,785,False,outside yfinance intraday lookback window (>60 days)
182,NVDA,NVDA,Ticker Symbol: YOU,HUGE GROWTH: Why I'm Buying the Stock CRUSHING Nvidia,2024-02-22T16:07:00Z,2024-02-22T16:07:00Z,2024-02-22,809,False,outside yfinance intraday lookback window (>60 days)
252,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
253,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
254,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
255,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
256,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
257,MSFT,MSFT,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
258,NVDA,NVDA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
241,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
244,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
251,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,2024-02-13,818,False,outside yfinance intraday lookback window (>60 days)
160,AMD,AMD,Ticker Symbol: YOU,I'm Buying AMD Over Nvidia Stock in 2024 (Here's Why),2024-01-22T18:47:19Z,2024-01-22T18:47:19Z,2024-01-22,840,False,outside yfinance intraday lookback window (>60 days)
163,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying AMD Over Nvidia Stock in 2024 (Here's Why),2024-01-22T18:47:19Z,2024-01-22T18:47:19Z,2024-01-22,840,False,outside yfinance intraday lookback window (>60 days)
511,AAPL,AAPL,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
509,MSFT,MSFT,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
497,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
498,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
499,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
500,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
502,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
503,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
504,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
505,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
506,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,2024-01-17,845,False,outside yfinance intraday lookback window (>60 days)
59,AMD,AMD,Sasha Yanshin,How I Made A 62% Return In 2023... And My Plan For 2024,2023-12-18T18:37:36Z,2023-12-18T18:37:36Z,2023-12-18,875,False,outside yfinance intraday lookback window (>60 days)
60,TSLA,TSLA,Sasha Yanshin,How I Made A 62% Return In 2023... And My Plan For 2024,2023-12-18T18:37:36Z,2023-12-18T18:37:36Z,2023-12-18,875,False,outside yfinance intraday lookback window (>60 days)
324,MSFT,MSFT,Joseph Carlson,Microsoft Is Now Unstoppable,2023-11-08T18:01:12Z,2023-11-08T18:01:12Z,2023-11-08,915,False,outside yfinance intraday lookback window (>60 days)
495,TSLA,TSLA,Ticker Symbol: YOU,"E1: Tesla Earnings Disaster, Google Stock Crash & Best AI Stocks",2023-10-28T15:51:05Z,2023-10-28T15:51:05Z,2023-10-28,926,False,outside yfinance intraday lookback window (>60 days)
315,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,2023-09-13,971,False,outside yfinance intraday lookback window (>60 days)
316,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,2023-09-13,971,False,outside yfinance intraday lookback window (>60 days)
318,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,2023-09-13,971,False,outside yfinance intraday lookback window (>60 days)
319,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,2023-09-13,971,False,outside yfinance intraday lookback window (>60 days)
321,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,2023-09-13,971,False,outside yfinance intraday lookback window (>60 days)
348,DIS,DIS,Joseph Carlson,The Most Overvalued Stock In The Market | Joseph Carlson Ep. 342,2023-08-25T18:14:50Z,2023-08-25T18:14:50Z,2023-08-25,990,False,outside yfinance intraday lookback window (>60 days)
347,NVDA,NVDA,Joseph Carlson,The Most Overvalued Stock In The Market | Joseph Carlson Ep. 342,2023-08-25T18:14:50Z,2023-08-25T18:14:50Z,2023-08-25,990,False,outside yfinance intraday lookback window (>60 days)
232,AMC,AMC,ZipTrader,AMC: I'VE HAD ENOUGH!,2023-08-24T23:20:47Z,2023-08-24T23:20:47Z,2023-08-24,991,False,outside yfinance intraday lookback window (>60 days)
233,AMC,AMC,ZipTrader,AMC: I'VE HAD ENOUGH!,2023-08-24T23:20:47Z,2023-08-24T23:20:47Z,2023-08-24,991,False,outside yfinance intraday lookback window (>60 days)
461,AMZN,AMZN,Sasha Yanshin,Is 2023 Worse Than The Dot Com Bubble?,2023-06-19T17:57:54Z,2023-06-19T17:57:54Z,2023-06-19,1057,False,outside yfinance intraday lookback window (>60 days)
474,AMD,AMD,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,2023-05-22,1085,False,outside yfinance intraday lookback window (>60 days)
475,AMD,AMD,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,2023-05-22,1085,False,outside yfinance intraday lookback window (>60 days)
476,TSLA,TSLA,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,2023-05-22,1085,False,outside yfinance intraday lookback window (>60 days)
37,TSLA,TSLA,Chicken Genius Singapore,market crash soon,2023-04-28T13:00:20Z,2023-04-28T13:00:20Z,2023-04-28,1109,False,outside yfinance intraday lookback window (>60 days)
457,AAPL,AAPL,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,2023-04-26,1111,False,outside yfinance intraday lookback window (>60 days)
453,MSFT,MSFT,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,2023-04-26,1111,False,outside yfinance intraday lookback window (>60 days)
455,MSFT,MSFT,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,2023-04-26,1111,False,outside yfinance intraday lookback window (>60 days)
471,AMD,AMD,Sasha Yanshin,ChatGPT Just Gave Me Financial Advice,2023-02-13T20:08:04Z,2023-02-13T20:08:04Z,2023-02-13,1183,False,outside yfinance intraday lookback window (>60 days)
28,AAPL,AAPL,New Money,How to Calculate the Intrinsic Value of a Stock (Full Example),2023-02-10T15:42:05Z,2023-02-10T15:42:05Z,2023-02-10,1186,False,outside yfinance intraday lookback window (>60 days)
195,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,2022-12-15,1243,False,outside yfinance intraday lookback window (>60 days)
197,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,2022-12-15,1243,False,outside yfinance intraday lookback window (>60 days)
198,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,2022-12-15,1243,False,outside yfinance intraday lookback window (>60 days)
199,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,2022-12-15,1243,False,outside yfinance intraday lookback window (>60 days)
200,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,2022-12-15,1243,False,outside yfinance intraday lookback window (>60 days)
7,AMZN,AMZN,The Plain Bagel,Investment Analyst Reacts to Investing TikToks (Part 4),2022-12-02T17:00:13Z,2022-12-02T17:00:13Z,2022-12-02,1256,False,outside yfinance intraday lookback window (>60 days)
46,DIS,DIS,The Plain Bagel,Live Birthday Q&A Stream # 2,2022-11-18T02:56:56Z,2022-11-18T02:56:56Z,2022-11-18,1270,False,outside yfinance intraday lookback window (>60 days)
487,NVDA,NVDA,Ticker Symbol: YOU,AMD's New GPUs Are BIG Trouble for Nvidia Stock (NVDA),2022-11-14T17:12:42Z,2022-11-14T17:12:42Z,2022-11-14,1274,False,outside yfinance intraday lookback window (>60 days)
485,MSFT,MSFT,Joseph Carlson,Why Investors Are Panic Selling Disney (-13% Today),2022-11-09T21:02:17Z,2022-11-09T21:02:17Z,2022-11-09,1279,False,outside yfinance intraday lookback window (>60 days)
12,MSFT,MSFT,Joseph Carlson,Responding To Critics: How I Value My Companies | Joseph Carlson Ep. 276,2022-10-03T23:05:48Z,2022-10-03T23:05:48Z,2022-10-03,1316,False,outside yfinance intraday lookback window (>60 days)
13,MSFT,MSFT,Joseph Carlson,Responding To Critics: How I Value My Companies | Joseph Carlson Ep. 276,2022-10-03T23:05:48Z,2022-10-03T23:05:48Z,2022-10-03,1316,False,outside yfinance intraday lookback window (>60 days)
424,DIS,DIS,Joseph Carlson,This Is When I'll Buy These Companies | Joseph Carlson Ep. 275,2022-09-30T20:43:25Z,2022-09-30T20:43:25Z,2022-09-30,1319,False,outside yfinance intraday lookback window (>60 days)
425,DIS,DIS,Joseph Carlson,This Is When I'll Buy These Companies | Joseph Carlson Ep. 275,2022-09-30T20:43:25Z,2022-09-30T20:43:25Z,2022-09-30,1319,False,outside yfinance intraday lookback window (>60 days)
437,AMD,AMD,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,2022-09-20,1329,False,outside yfinance intraday lookback window (>60 days)
438,AMD,AMD,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,2022-09-20,1329,False,outside yfinance intraday lookback window (>60 days)
433,TSLA,TSLA,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,2022-09-20,1329,False,outside yfinance intraday lookback window (>60 days)
434,TSLA,TSLA,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,2022-09-20,1329,False,outside yfinance intraday lookback window (>60 days)
466,TSLA,TSLA,Chicken Genius Singapore,"When I say SELL, YOU SELL",2021-12-31T14:00:11Z,2021-12-31T14:00:11Z,2021-12-31,1592,False,outside yfinance intraday lookback window (>60 days)
460,TSLA,TSLA,Chicken Genius Singapore,Tesla Stock Catalyst 2022 + Price Target,2021-12-10T14:00:09Z,2021-12-10T14:00:09Z,2021-12-10,1613,False,outside yfinance intraday lookback window (>60 days)
