event_id,ticker,data_ticker,creator,title,published_at,event_timestamp_utc,event_timestamp_aligned_utc,event_timestamp_aligned_et,recommendation_type,direction,return_5m,return_15m,return_30m,return_60m,return_to_close,benchmark_return_5m,benchmark_return_15m,benchmark_return_30m,benchmark_return_60m,benchmark_return_to_close,abnormal_return_5m,abnormal_return_15m,abnormal_return_30m,abnormal_return_60m,abnormal_return_to_close,pre_event_return_60m,volume_change_30m,volume_change_60m,missing_intraday_data_flag,missing_intraday_data_reason,data_source
66,META,META,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
67,PYPL,PYPL,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
69,PYPL,PYPL,Everything Money,4 Most Undervalued Stocks With Massive Potential (Top Stocks To Buy Now?),2026-02-16T10:55:00Z,2026-02-16T10:55:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
519,MSFT,MSFT,Best of Us Investors,"AMZN, GOOG, META, MSFT - AI Race - Separating Winners/ Losers",2026-01-26T13:01:46Z,2026-01-26T13:01:46Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
176,TSLA,TSLA,Graham Stephan,I Bought The CHEAPEST Tesla Model X In America!,2026-01-12T20:45:00Z,2026-01-12T20:45:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
95,TSLA,TSLA,Graham Stephan,I Sold Tesla Stock To Buy A Tesla Roadster!,2025-12-21T16:56:20Z,2025-12-21T16:56:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
96,TSLA,TSLA,Graham Stephan,I Just Bought The CHEAPEST Tesla Model X In The Country!,2025-12-17T21:15:07Z,2025-12-17T21:15:07Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
298,AMD,AMD,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
299,NFLX,NFLX,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
300,NVDA,NVDA,Financial Education,AMD & CELH shareholders GET READY‼️‼️,2025-12-09T00:46:04Z,2025-12-09T00:46:04Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
516,NVDA,NVDA,Ticker Symbol: YOU,IT'S OVER! I Can't Stay Quiet on GOOGLE vs NVIDIA Any Longer,2025-12-04T19:44:13Z,2025-12-04T19:44:13Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
404,NVDA,NVDA,Everything Money,"When Nvidia Hits This Price, I’m BUYING HEAVY!",2025-11-11T10:54:01Z,2025-11-11T10:54:01Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
127,UBER,UBER,STOCK UP! with LARRY JONES,Market Sell-Off...Where MILLIONAIRES Are Made‼️💰,2025-11-06T20:48:16Z,2025-11-06T20:48:16Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
126,COIN,COIN,STOCK UP! with LARRY JONES,CRYPTO Stock...I'm BUYING Here‼️,2025-11-05T20:58:21Z,2025-11-05T20:58:21Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
101,AAPL,AAPL,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
103,AMZN,AMZN,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
100,NVDA,NVDA,STOCK UP! with LARRY JONES,AFTER THE FED! LIVE!!,2025-10-30T00:29:56Z,2025-10-30T00:29:56Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
87,AAPL,AAPL,Dumb Money Live,Time to take profits or double down?,2025-10-29T17:53:04Z,2025-10-29T17:53:04Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
85,GOOGL,GOOGL,Dumb Money Live,Time to take profits or double down?,2025-10-29T17:53:04Z,2025-10-29T17:53:04Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
281,AMZN,AMZN,Financial Education,AMD is about to do the UNTHINKABLE‼️,2025-10-20T23:11:11Z,2025-10-20T23:11:11Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
442,GOOGL,GOOGL,Everything Money,3 Highest Potential Stocks Everybody is Missing (Top Stocks to Buy Now?),2025-09-25T09:54:01Z,2025-09-25T09:54:01Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
94,TSLA,TSLA,Graham Stephan,"Buying a Tesla Made Me $200,000",2025-09-01T19:00:03Z,2025-09-01T19:00:03Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
414,UBER,UBER,Everything Money,"If You Missed Nvidia, This Stock Is Next! (Get in Early)",2025-08-14T09:54:00Z,2025-08-14T09:54:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
265,AAPL,AAPL,Financial Education,"Sofi, PayPal & FUBO Shareholders DO THIS IMMEDIATELY 😳",2025-07-29T20:28:10Z,2025-07-29T20:28:10Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
263,AMD,AMD,Financial Education,"Sofi, PayPal & FUBO Shareholders DO THIS IMMEDIATELY 😳",2025-07-29T20:28:10Z,2025-07-29T20:28:10Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
400,AMZN,AMZN,Everything Money,Investment Manager Reacts to TikTok Financial Advice,2025-06-02T09:54:00Z,2025-06-02T09:54:00Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
80,TSLA,TSLA,Sasha Yanshin,Elon Musk Is Trying To BUY OpenAI,2025-02-11T18:47:08Z,2025-02-11T18:47:08Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
82,TSLA,TSLA,Sasha Yanshin,Elon Musk Is Trying To BUY OpenAI,2025-02-11T18:47:08Z,2025-02-11T18:47:08Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
146,AAPL,AAPL,Ale's World of Stocks,Warren Buffett Just Bought These NEW Stocks Instead of Apple! 👀,2024-12-29T13:00:46Z,2024-12-29T13:00:46Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
235,AMZN,AMZN,HyperChange,"Palantir, Airbnb, Tesla & Robinhood schemin with Amit 🤓",2024-10-28T21:48:48Z,2024-10-28T21:48:48Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
108,TSLA,TSLA,Financial Education,Elon Musk & Tesla Just Shocked The World🤯,2024-10-23T23:48:44Z,2024-10-23T23:48:44Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
371,AMZN,AMZN,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-08-22T19:13:52Z,2024-08-22T19:13:52Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
368,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-08-22T19:13:52Z,2024-08-22T19:13:52Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
185,MSFT,MSFT,Ticker Symbol: YOU,The REAL Reason Stocks Like Nvidia Are Crashing (DO THIS NOW),2024-08-06T15:27:52Z,2024-08-06T15:27:52Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
188,NVDA,NVDA,Ticker Symbol: YOU,The REAL Reason Stocks Like Nvidia Are Crashing (DO THIS NOW),2024-08-06T15:27:52Z,2024-08-06T15:27:52Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
278,AAPL,AAPL,New Money,Warren Buffett Just Sold $75 Billion Worth of Stock,2024-08-06T13:43:50Z,2024-08-06T13:43:50Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
152,TSLA,TSLA,Ale's World of Stocks,"Earnings Weekly Recap! - Tesla, Google, Verizon, GM, & More!!",2024-07-27T14:24:01Z,2024-07-27T14:24:01Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
157,AMD,AMD,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
154,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
156,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying This 1 Stock to Get Rich (Without Getting Lucky),2024-07-12T16:33:20Z,2024-07-12T16:33:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
375,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
376,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
377,NVDA,NVDA,Tom Nash,Aswath Damodaran Drops PRICELESS INSIGHTS About NVIDIA Stock,2024-06-07T17:50:02Z,2024-06-07T17:50:02Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
267,AAPL,AAPL,New Money,Warren Buffett is Selling His Largest Stock.,2024-05-06T15:16:23Z,2024-05-06T15:16:23Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
269,AAPL,AAPL,New Money,Warren Buffett is Selling His Largest Stock.,2024-05-06T15:16:23Z,2024-05-06T15:16:23Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
227,TSLA,TSLA,HyperChange,Tesla FSD V12 is a “ChatGPT Moment”,2024-04-25T00:17:39Z,2024-04-25T00:17:39Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
220,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
221,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
225,TSLA,TSLA,HyperChange,Tesla Q1 2024 Earnings CRUSH! Cybercab coming soon 👀🤖🚖,2024-04-23T23:25:45Z,2024-04-23T23:25:45Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
313,TSLA,TSLA,New Money,The Stock Market is 'Priced to Insanity'.,2024-03-17T12:29:26Z,2024-03-17T12:29:26Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
314,TSLA,TSLA,New Money,The Stock Market is 'Priced to Insanity'.,2024-03-17T12:29:26Z,2024-03-17T12:29:26Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
182,NVDA,NVDA,Ticker Symbol: YOU,HUGE GROWTH: Why I'm Buying the Stock CRUSHING Nvidia,2024-02-22T16:07:00Z,2024-02-22T16:07:00Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
252,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
253,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
254,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
255,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
256,AAPL,AAPL,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
257,MSFT,MSFT,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
258,NVDA,NVDA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
241,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
244,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
251,TSLA,TSLA,HyperChange,$5.6K | Investing in Rivian + Apple Options Drama ❄️,2024-02-13T03:22:40Z,2024-02-13T03:22:40Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
160,AMD,AMD,Ticker Symbol: YOU,I'm Buying AMD Over Nvidia Stock in 2024 (Here's Why),2024-01-22T18:47:19Z,2024-01-22T18:47:19Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
163,NVDA,NVDA,Ticker Symbol: YOU,I'm Buying AMD Over Nvidia Stock in 2024 (Here's Why),2024-01-22T18:47:19Z,2024-01-22T18:47:19Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
511,AAPL,AAPL,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
509,MSFT,MSFT,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
497,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
498,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
499,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
500,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
502,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
503,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
504,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
505,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
506,TSLA,TSLA,HyperChange,$2.7K | Getting Greedy with Tesla & Coinbase ❄️,2024-01-17T23:58:20Z,2024-01-17T23:58:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
59,AMD,AMD,Sasha Yanshin,How I Made A 62% Return In 2023... And My Plan For 2024,2023-12-18T18:37:36Z,2023-12-18T18:37:36Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
60,TSLA,TSLA,Sasha Yanshin,How I Made A 62% Return In 2023... And My Plan For 2024,2023-12-18T18:37:36Z,2023-12-18T18:37:36Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
324,MSFT,MSFT,Joseph Carlson,Microsoft Is Now Unstoppable,2023-11-08T18:01:12Z,2023-11-08T18:01:12Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
495,TSLA,TSLA,Ticker Symbol: YOU,"E1: Tesla Earnings Disaster, Google Stock Crash & Best AI Stocks",2023-10-28T15:51:05Z,2023-10-28T15:51:05Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
315,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
316,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
318,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
319,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
321,AAPL,AAPL,Joseph Carlson,Apple iPhone 15 Event: A Huge Disappointment,2023-09-13T21:09:53Z,2023-09-13T21:09:53Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
348,DIS,DIS,Joseph Carlson,The Most Overvalued Stock In The Market | Joseph Carlson Ep. 342,2023-08-25T18:14:50Z,2023-08-25T18:14:50Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
347,NVDA,NVDA,Joseph Carlson,The Most Overvalued Stock In The Market | Joseph Carlson Ep. 342,2023-08-25T18:14:50Z,2023-08-25T18:14:50Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
232,AMC,AMC,ZipTrader,AMC: I'VE HAD ENOUGH!,2023-08-24T23:20:47Z,2023-08-24T23:20:47Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
233,AMC,AMC,ZipTrader,AMC: I'VE HAD ENOUGH!,2023-08-24T23:20:47Z,2023-08-24T23:20:47Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
461,AMZN,AMZN,Sasha Yanshin,Is 2023 Worse Than The Dot Com Bubble?,2023-06-19T17:57:54Z,2023-06-19T17:57:54Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
474,AMD,AMD,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
475,AMD,AMD,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
476,TSLA,TSLA,Sasha Yanshin,Why I Just Sold My Stocks,2023-05-22T16:04:36Z,2023-05-22T16:04:36Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
37,TSLA,TSLA,Chicken Genius Singapore,market crash soon,2023-04-28T13:00:20Z,2023-04-28T13:00:20Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
457,AAPL,AAPL,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
453,MSFT,MSFT,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
455,MSFT,MSFT,Joseph Carlson,"Microsoft, Google, Meta Earnings - Full Breakdown",2023-04-26T21:02:22Z,2023-04-26T21:02:22Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
